LocalityString,Country,State,County,Lat,Lon,Correction Status,Precision,Error Polygon,Error Polygon (circular polygon),Multiplot,AviList,Source,Specimen.number,n_specimens,Code
Java (Pelabuhan Ratu),Indonesia,,,-6.9903,106.572052,yes,Low(44),Unavailable,"-7.05,106.45,PELABUHAN RATU|Unavailable|Unavailable|Low(44),-6.9194,109.9553,PELABUHAN|Unavailable|Unavailable|Low(39),-7.5287,107.48,PELABUHAN|Unavailable|Unavailable|Low(39),-7.4214,112.4621,PELABUHAN|Unavailable|Unavailable|Low(39),0.8521,122.9006,PELABUHAN|Unavailable|Unavailable|Low(39),-4.4462,122.4534,PELABUHAN|Unavailable|Unavailable|Low(39),-6.9152,108.7516,PELABUHAN|Unavailable|Unavailable|Low(39),-7.1239,109.5342,PELABUHAN|Unavailable|Unavailable|Low(39),-7.336111,109.532222,PELABUHAN|Unavailable|Unavailable|Low(39),-1.1887,120.582,PELABUHAN|Unavailable|Unavailable|Low(39),-6.390278,108.223611,PELABUHAN|Unavailable|Unavailable|Low(39),-8.7871,116.496,RATU|Unavailable|Unavailable|Low(34),-3.3337,119.3457,RATU|Unavailable|Unavailable|Low(34),-6.7073,108.5128,RATU|Unavailable|Unavailable|Low(34),-5.371865,105.254428,LABUHAN RATU|Unavailable|Unavailable|Low(29),-7.2224,113.0777,LABUHAN|Unavailable|Unavailable|Low(24),-6.492222,107.924167,LABUHAN|Unavailable|Unavailable|Low(24),3.4721,98.6547,LABUHAN|Unavailable|Unavailable|Low(24),3.7278,98.6738,LABUHAN|Unavailable|Unavailable|Low(24),-0.216434,99.802193,LABUHAN|Unavailable|Unavailable|Low(24),-6.3068,106.3574,LABUHAN|Unavailable|Unavailable|Low(24),-5.783171,104.815187,LABUHAN|Unavailable|Unavailable|Low(24),-6.3784,105.83,LABUHAN|Unavailable|Unavailable|Low(24),2.6815,98.8349,LABUHAN|Unavailable|Unavailable|Low(24),-6.881,112.2186,LABUHAN|Unavailable|Unavailable|Low(24),-6.8844,112.2051,LABUHAN|Unavailable|Unavailable|Low(24),-5.117084,103.843219,LABUHAN|Unavailable|Unavailable|Low(24),-6.889,112.9857,LABUHAN|Unavailable|Unavailable|Low(24),5.0528,97.6143,LABUHAN|Unavailable|Unavailable|Low(24),4.6769,97.9192,LABUHAN|Unavailable|Unavailable|Low(24),-8.7674,118.3951,LABUHAN|Unavailable|Unavailable|Low(24),-0.233333,119.966667,LABUHAN|Unavailable|Unavailable|Low(24),-7.2132,113.0885,LABUHAN|Unavailable|Unavailable|Low(24)",,Rubigula dispar,RMNH,"125538, 125541, 125542",3,3
"Jenabil, Odisha",India,,,21.851112,86.369466,yes,Low(36),Unavailable,"20.5,84.41667,ODISHA|Unavailable|Unavailable|Low(36),21,84,ODISHA|Unavailable|Unavailable|Low(36)",,"Pycnonotus cafer, Pycnonotus jocosus",Indian Institute of Science Education and Research Tirupati,"a_7508, a_7508A, ab_4083, a_4300, a_7516",5,2
"Jinsha, Kinmen",Taiwan,,,24.489661,118.41333,yes,Low(36),,"26.145691,119.913181,JINSHA|Unavailable|Unavailable|Low(36),26.143889,119.915278,JINSHA|Unavailable|Unavailable|Low(36),24.45333,118.38861,KINMEN|Unavailable|Unavailable|Low(36),24.445833,118.376111,KINMEN|Unavailable|Unavailable|Low(36),24.436667,118.318333,KINMEN|Unavailable|Unavailable|Low(36),24.45333,118.38861,KINMEN|Unavailable|Unavailable|Low(36),24.434147,118.317118,KINMEN|Unavailable|Unavailable|Low(36),24.445833,118.376111,KINMEN|Unavailable|Unavailable|Low(36)",,Spizixos semitorques,RMNH,"RMNH.AVES.53356, RMNH.AVES.53631, RMNH.AVES.53632, RMNH.AVES.53633, RMNH.AVES.53634, RMNH.AVES.53635",6,3
"Jodigere, Karnataka",India,,,11.796111,77.182654,yes,Low(39),Unavailable,"13.5,76,KARNATAKA|Unavailable|Unavailable|Low(39),14.666667,75.833333,KARNATAKA|Unavailable|Unavailable|Low(39),16,75,KARNATAKA|Unavailable|Unavailable|Low(39),16,75,KARNATAKA|Unavailable|Unavailable|Low(39),16,75,KARNATAK|Unavailable|Unavailable|Low(25),16,75,KARNATAK|Unavailable|Unavailable|Low(25),25.048409,77.229874,KARNATA|Unavailable|Unavailable|Low(24),12,78,KARNATA|Unavailable|Unavailable|Low(24)",,Acritillas indica,Indian Institute of Science Education and Research Tirupati,"ab_140, ab_141, ab_142",3,2
Johanna Island (Nzwani/Anjouan),Comoros,,,-12.25,44.416667,no,Low(44),unavailable,"-12.25,44.416667,JOHANNA ISLAND|Unavailable|Unavailable|Low(44),-12.25,44.4167,ANJOUAN|Unavailable|Unavailable|Low(37),-12.25,44.416667,JOHANNA|Unavailable|Unavailable|Low(37),-12.25,44.416667,ANJOUAN|Unavailable|Unavailable|Low(37),-12.25,44.416667,NZWANI|Unavailable|Unavailable|Low(36),-12.25,44.4167,NZWANI|Unavailable|Unavailable|Low(36)",,Hypsipetes parvirostris,University of Cambridge Museum of Zoology,"UMZC 27/Pyc/6/j/8, UMZC 27/Pyc/6/j/9",2,3
"Montipa (Bibala), Moçâmedes",Angola,,,-14.6648896,13.2570888,yes,Low(39),Unavailable,"-15.196111,12.152222,MOÇÂMEDES|Unavailable|Unavailable|Low(39),-8.171682,16.841674,MOÇÂMEDES|Unavailable|Unavailable|Low(39),-15.766667,12.4,MOÇÂMEDES|Unavailable|Unavailable|Low(39),-15.331,12.66,MOÇÂMEDES|Unavailable|Unavailable|Low(39),-15.1667,12.15,MOÇÂMEDES|Unavailable|Unavailable|Low(39),-14.759669,13.35568,BIBALA|Unavailable|Unavailable|Low(36),-14.7667,13.35,BIBALA|Unavailable|Unavailable|Low(36),-14.702503,13.139977,BIBALA|Unavailable|Unavailable|Low(36)",,Phyllastrephus fulviventris,"Lubango Museum, Angola",21565,1,2
"Montipa (Bibala), Moçâmedes",Angola,,,-14.6648896,13.2570888,no,Low(39),unavailable,"-15.196111,12.152222,MOÇÂMEDES|Unavailable|Unavailable|Low(39),-8.171682,16.841674,MOÇÂMEDES|Unavailable|Unavailable|Low(39),-15.766667,12.4,MOÇÂMEDES|Unavailable|Unavailable|Low(39),-15.331,12.66,MOÇÂMEDES|Unavailable|Unavailable|Low(39),-15.1667,12.15,MOÇÂMEDES|Unavailable|Unavailable|Low(39),-14.759669,13.35568,BIBALA|Unavailable|Unavailable|Low(36),-14.7667,13.35,BIBALA|Unavailable|Unavailable|Low(36),-14.702503,13.139977,BIBALA|Unavailable|Unavailable|Low(36)",,Phyllastrephus fulviventris,"Lubango Museum, Angola",27418,1,2
"Jos, Nigeria (9.87718, 8.97924)",Nigeria,,,9.87718,8.97924,no,Low(37),unavailable,"10,8,NIGERIA|Unavailable|Unavailable|Low(37),10,8,NIGERIA|Unavailable|Unavailable|Low(37),9.866667,8.9,JOS|Unavailable|Unavailable|Low(33),9.92849,8.892118,JOS|Unavailable|Unavailable|Low(33),9.942213,8.954721,JOS|Unavailable|Unavailable|Low(33),9.9,8.8833,JOS|Unavailable|Unavailable|Low(33)",,"Pycnonotus barbatus, Atimastillas flavicollis",Field1,"CA01118, CA01119, CC97599, CA01120, CA01121, CA01126, CA01199, CA01127, CA01128, CA01129, CC85601, CA05116, CA04001, FA87307, CA01106, RT05693, CA04002, CA04003, CA04004, CA04005, CA04006, CA04007, CA04013, CA04015, CA04023, CA04024, CA04026, CA04027, CA04028, RT05761, CA05279, CA04038, CA04037, RT05776, CA04040, RT05484, CA01433, CA04043, CV40315, CA04044, CA04048, CA04049, CA04050, CA04054, CA04055, CA04056, CA04057, CA04059, FB23517, CA01447, FB23518, CA04060, CA01450, CA01454, CA01456, CA01457, CA01461, CA01462, CA01464, CA01465, CA01466, CA01467, CA01468, CA01471, CA01472, CA04291, CA01476, CA01477, CA01500, CA01483, CC85597, CA01487, CA01491, CA04071, CA02316, CA02317, CA02321, CA02326, CA02336, RT05841, CA02339, CA02341, CC81144, CA05265, CA02344, CA02345, RT05848, CC75100, RT30375, CC70024, RT30332, CC75300, CA05257, FA87542, CA02348, CA02347, CA02356, CA02359, CA02357, CA02358, CA02361, CA02364, CA02365, CC97663, CA02366, RT30409, CA02367, CA02368, CA02369, CA02372, CA02380, CC73138, CA02384, FB23509, CA02387, CA02389, CA02397, CA02396, FB26435, CA02157, CA02165, CA02166, CA02167, CA02169, RT22631, CA02168, CA02175, CA02177, CA02178, CA02185, CA02186, CA02190, CA05306, CA04138, CA02198, CA01302, CA01303, CA01305, CA01309, CA01310, CA01311, CA01312, CA01313, CA01314, CA01318, CA01319, CA01320, CA01321, CA01322, CA01323, CA01324, CA01325, CA01326, CA01327, CA01328, CA01329, CA01330, CA04632, CA01332, CA01333, CA01334, CA01339, CA01340, CA01341, CA01342, CA01347, CA01348, CA01349, CA01353, CA04070, CC73162, CA01358, CA01360, CA01363, RT05808, CA01361, CA01362, CA01364, CA01365, CA01366, CA01367, CA01368, CA01369, CC73387, CA01370, CA01371, CA01372, CA01373, CA01374, CA01377, CA01378, RT22696, CA01379, CA01380, CA01381, CA01382, CA01383, CA01384, CC85546, CA01385, CA01386, CA01387, CA01388, CA01389, CA01390, CA01391, CC85606, CA01392, CA01393, CA01394, CA01396, CA01397, CA01398, CA01399, CA01400, CA01501, CA01502, CA01503, CA01504, CA01505, CC73187, CA01506, CA01507, CA01508, CA01509, CA01511, CA01510, CA01512, CA01513, CA01514, CA01515, CA01516, CA01517, CA01518, CA01519, RT05601, CA01520, CA01521, CA01522, CA01523, CA01524, CA01525, CA01526, CA01527, CA01528, CA01529, CA01530, CC85497, CC81101, CA01014, CA01015, CA01531, CA01532, CA01533, CA01534, CA01535, CA01536, CA01537, CA01538, CA01539, CA01540, CA01541, CA01542, CA01543, CA01544, CA01545, CA01546, CA01547, CA01548, CA01549, CA01550, CA01551, CA01552, CA01553, CA01554, CA01555, CA01556, CA01557, CA01558, CA01559, CA01560, CA01561, CA01562, CA01563, CA01564, CA01565, CA01566, CA01567, CA01568, CA01569, CA01570, CA01571, CA01572, CA01573, CA01574, CA01575, CA01576, CA01577, CA01578, CA01579, CA01580, CA01581, CA01582, CA01583, CA01584, CA01585, CA01586, CA01587, CA01590, CA01594, CA01595, CA01596, CA01597, CA01598, CA01599, CA01600, CA01651, CA01652, CA01653, CA01654, CA01655, CA01656, CA01657, CA01658, CA01659, CA01660, CA01661, CA01662, CA01663, CA01664, CA01665, CA01666, CA01667, CA01668, CA01669, CA01670, CA01671, CA01672, CA01673, CA01674, CA01675, CA01676, CA01677, CA01678, CA01679, CA01680, CA01681, CA01682, CA01683, CA01684, CA01685, CA01686, CA01687, CA01688, CA01689, CA01813, CA01814, CA01815, CA01816, CA01817, CA01818, CA01819, CA01820, CA01821, CA01822, CA01823, CA01824, CA01825, CA01826, CA01827, CA01828, CA01834, CA01837, CA01838, CA01839, CA01840, CA01841, CA01842, CA01843, CA01844, CA01845, CA01846, CA01847, CA01848, CA01849, CA01850, CA01851, CA01852, CA01853, CA01854, CA01855, CA01856, CA01857, CA01858, CA01859, CA01860, CA01861, CA01862, CA01863, CA01865, CA01866, CA01868, CA01869, CA01870, CA01871, CA01872, CA01873, CA01874, CA01875, CA01876, CA01877, CA01878, CA01879, CA01880, CA01881, CA01882, CA01883, CA01884, CA01885, CA01886, CA01887, CA01888, CA01889, CA01890, CA01891, CA01892, CA01893, CA01894, CA01895, CA01896, CA01897, CA01898, CA01899, CA01900, CA04168, CA04190, CA04192, CA04300, CA05122, CC73125, CC75054, CC75080, CC75094, CC75168, CC75169, CC75209, CC85593, CC85616, CC97501, CC97614, CC97671, CL64048, CV40334, CV40336, FB23519, FB26201, FB26202, FB26203, FB26204, FB26205, FB26206, FB26207, FB26208, FB26209, FB26210, FB26211, FB26212, FB26213, FB26214, FB26215, FB26216, FB26217, FB26218, FB26219, FB26436, FB26437, FB26438, FB26439, FB26440, FB26441, FB26442, FB26443, FB26444, FB26445, FB26446, FB26447, FB26448, FB26449, FB26450, FB26451, FB26452, FB26453, FB26454, FB26455, FB26456, FB26457, FB26458, FB26459, FB26460, FB26461, FB26462, FB26463, FB26464, FB26465, FB26466, FB26467, FB26468, FB26469, FB26470, FB26471, FB26472, FB26473, FB26474, FB26475, FB26476, FB26477, FB26478, FB26479, FB26480, FB26481, FB26482, FB26483, FB26484, FB26485, FB26486, FB26487, FB26488, FB26489, FB26490, FB26491, FB26492, FB26493, FB26494, FB26495, FB26496, FB26497, FB26498, FB26499, FB26500, RT05781, RT05797, RT05815, RT22668, RT30317, CC70033, CC75074, RT05678, RT05818, CA02548, CA02549, CA02550, CA02551, CA02552, CA02553, CA02554, CA02555, CA02556, CA02557, CA02559, CA02560, CA02561, CA02562, CA02563, CA02565, CA02566, CA02567, CA02568, CA02570, CA02571, CA02572, CA02573, CA02574, CA02575, CA01920, CA02535, CA03055, CA02591, CA03071, CA03168, CA03189, CA03193, CC73106, 4A62647",858,1
"Jumalon, Municipality of Siaton, Negros Oriental Province, Negros Island",Philippines,,,9.110711,123.031808,yes,High(84),Unavailable,"9.660766,123.131282,(g3)NEGROS ORIENTAL PROVINCE|Unavailable|84736|High(84),9.660766,123.131282,(g3)NEGROS ORIENTAL|Unavailable|84736|High(75),9.066667,123.15,(g1)NEGROS ORIENTAL|Unavailable|Unavailable|Medium(65)",,Pycnonotus goiavier,University of Western Ontario,"UWO 1332, UWO 1329",2,4
"KATSINA (12.92398601, 7.71561102)",Nigeria,,,12.92398601,7.71561102,no,Low(37),unavailable,"7.8363,9.773646,KATSINA|Unavailable|Unavailable|Low(37),13.005641,7.61433,KATSINA|Unavailable|Unavailable|Low(37),12.25,7.5,KATSINA|Unavailable|Unavailable|Low(37),10.721461,12.225921,KATSINA|Unavailable|Unavailable|Low(37),10.460586,12.16361,KATSINA|Unavailable|Unavailable|Low(37),7.799,8.87,KATSINA|Unavailable|Unavailable|Low(37),13,7.5333,KATSINA|Unavailable|Unavailable|Low(37),12.990823,7.601769,KATSINA|Unavailable|Unavailable|Low(37),7.055841,9.035692,KATSINA|Unavailable|Unavailable|Low(37),8.166274,10.65846,KATSINA|Unavailable|Unavailable|Low(37)",,Pycnonotus barbatus,Field1,"CA03155, CA03156, CA03157, CA03158, CA03159, CA03159A, CA03160, CA03161, CA03162, CA03163, CA03164, CA03165, CA03167",14,1
KENYA: Eastern Province; Meru District; Meru; 5800 ft,Kenya,,,0.05,37.566,yes,Low(46),Unavailable,"0.0833,38,EASTERN PROVINCE|Unavailable|Unavailable|Low(46),0,38,EASTERN PROVINCE|Unavailable|Unavailable|Low(46),0.05,37.566667,MERU DISTRICT|Unavailable|Unavailable|Low(43),0,38,EASTERN|Unavailable|Unavailable|Low(37),0.0833,38,EASTERN|Unavailable|Unavailable|Low(37),1,38,KENYA|Unavailable|Unavailable|Low(35),1,38,KENYA|Unavailable|Unavailable|Low(35),0.046256,37.655868,MERU|Unavailable|Unavailable|Low(34),0.05,37.566667,MERU|Unavailable|Unavailable|Low(34),0.05,37.6333,MERU|Unavailable|Unavailable|Low(34),1.714608,35.14365,MERU|Unavailable|Unavailable|Low(34),0.05,37.566,MERU|Unavailable|Unavailable|Low(34)",,"Arizelocichla tephrolaema, Phyllastrephus fischeri, Chlorocichla flaviventris",Burke Museum,"UWBM 15788, UWBM 15771, UWBM 15773, UWBM 15774, UWBM 15775, UWBM 15772, UWBM 15790, UWBM 15789",8,4
"KMUTT Ratburi, Ratchaburi",Thailand,,,13.591284,99.506939,yes,Low(40),Unavailable,"13.583333,99.533333,RATCHABURI|Unavailable|Unavailable|Low(40),13.536711,99.817117,RATCHABURI|Unavailable|Unavailable|Low(40),13.5,99.8333,RATCHABURI|Unavailable|Unavailable|Low(40),13.5833,99.5333,RATCHABURI|Unavailable|Unavailable|Low(40),13.5833,99.5333,RATBURI|Unavailable|Unavailable|Low(37)",,"Pycnonotus aurigaster, Pycnonotus conradi, Pycnonotus goiavier",Field1,"4A00762, 4A00761, 4A00760",3,2
"KMUTT, Bang Khun Thien, Bangkok",Thailand,,,13.57726,100.441418,yes,Low(37),Unavailable,"14.283333,100.5,BANGKOK|Unavailable|Unavailable|Low(37),13.533333,100.602135,BANGKOK|Unavailable|Unavailable|Low(37),13.753979,100.501444,BANGKOK|Unavailable|Unavailable|Low(37),13.78,100.621,BANGKOK|Unavailable|Unavailable|Low(37),13.753,100.501,BANGKOK|Unavailable|Unavailable|Low(37),13.780363,100.621917,BANGKOK|Unavailable|Unavailable|Low(37)",,"Pycnonotus conradi, Pycnonotus goiavier",Field1,"4A01309, 4A01381, 4A01385, 4A01384, 4A01368, 4A01382, 4A01380, 4A00756, 4A00754, 4A00751, 4A00757, 4A00764, 4A60513, 4A00769, 4A00763, 4A00800, 4A00768, 4A00770, 4A00755, 4A00766, 4A00765, 4A01510, 4A00623, 4A00629, 4A00650, 4A00645, 4A60515, 4A01509, 4A01519, 4A01518, 4A01517, 4A00626, 4A01512, 4A00642, 4A01508, 4A01507, 4A01502, 4A01501, 4A01516, 4A01369, 4A00615, 4A00612, 4A00611, 4A00608, 4A00605, 4A00624, 4A00616, 4A00639, 4A00638, 4A00637, 4A00635, 4A00634, 4A00631, 4A00604, 3A03154, 3A00722, 3A00723, 3A04064, 4A04677, 4A04674, 4A60520, 4A60519, 4A04663, 4A04657, 4A04668, 4A04667, 4A04666, 4A04664, 4A04659, 4A04662, 4A04661, 4A04658, 4A04672, 4A04656, 4A04655, 4A04654, 4A04650, 4A60514, 4A04665, 4A60518, 4A60510, 4A60509, 4A60508, 4A60517, 4A60516, 4A60501, 4A60506, 4A60507, 4A60511, 4A60505, 4A00630",97,2
"Kabasha, 1400 m alt, Kivu, Zaïre",DRC,,,0.383333,29.366667,yes,Low(37),,"0.383333,29.366667,KABASHA|Unavailable|Unavailable|Low(37),-2.5,28,KIVU|Unavailable|Unavailable|Low(34)",,Chlorocichla prigoginei,"Royal Belgian Institute of Natural Sciences, Brussels",RBINS 65522,1,2
"Kaeng Krachan NP, Phetchaburi",Thailand,,,12.884327,99.63164,yes,Low(43),,"12.907419,99.647948,KAENG KRACHAN|Unavailable|Unavailable|Low(43),12.966667,99.583333,PHETCHABURI|Unavailable|Unavailable|Low(41),13.111889,99.944667,PHETCHABURI|Unavailable|Unavailable|Low(41),12.9667,99.5833,PHETCHABURI|Unavailable|Unavailable|Low(41),13.0833,99.9667,PHETCHABURI|Unavailable|Unavailable|Low(41),14.359611,99.928361,KRACHAN|Unavailable|Unavailable|Low(37),13.90425,101.866528,KAENG|Unavailable|Unavailable|Low(35)",,"Alophoixus ochraceus, Iole viridescens, Pycnonotus conradi",Field1,"4A01075, 4A01074, 4A02865, 4A02864, 3A11911, 3A11912, 3A11916, 4A01077, 4A01078, 4A01076",10,3
"Kaeng Lawa, Khon Kaen",Thailand,,,16.1805,102.682389,yes,Low(40),,"16.1805,102.682389,KAENG LAWA|Unavailable|Unavailable|Low(40),16.430556,102.616667,KHON KAEN|Unavailable|Unavailable|Low(39),16.446711,102.832999,KHON KAEN|Unavailable|Unavailable|Low(39),16.43,102.616,KHON KAEN|Unavailable|Unavailable|Low(39),16.4333,102.8333,KHON KAEN|Unavailable|Unavailable|Low(39),16.466667,102.783333,KHON KAEN|Unavailable|Unavailable|Low(39),13.90425,101.866528,KAENG|Unavailable|Unavailable|Low(35)",,Pycnonotus conradi,Field1,"4A60207, 4A02400, 4A02397, 4A02396, 4A02394, 4A02391, 4A02382, 4A02381, 4A02390, 4A02373, 4A02389, 4A02388, 4A02387, 4A02380, 4A02376",15,3
Kagoro,Nigeria,,,9.607758,8.390434,no,High(81),unavailable,"9.607758,8.390434,KAGORO|Unavailable|Unavailable|High(81)",,"Bleda canicapillus, Phyllastrephus albigularis, Phyllastrephus scandens, Eurillas virens",Royal Ontario Museum,NA,5,2
Kakamega Forest,Kenya,,,0.264333,34.889119,yes,High(90),Unavailable,"0.266,34.898,KAKAMEGA FOREST|Unavailable|Unavailable|High(90),0.264333,34.889119,KAKAMEGA FOREST|Unavailable|Unavailable|High(90)",,Eurillas latirostris,RMNH,"RMNH.AVES.82302, RMNH.AVES.82313, RMNH.AVES.82314",3,3
Kakamega Forest Station,Kenya,,,0.236319,34.866464,yes,Low(45),,"0.266,34.898,KAKAMEGA FOREST|Unavailable|Unavailable|Low(45),0.264333,34.889119,KAKAMEGA FOREST|Unavailable|Unavailable|Low(45),0.284219,34.752285,KAKAMEGA|Unavailable|Unavailable|Low(38),0.416667,34.75,KAKAMEGA|Unavailable|Unavailable|Low(38),0.277632,34.908406,KAKAMEGA|Unavailable|Unavailable|Low(38),0.2833,34.7833,KAKAMEGA|Unavailable|Unavailable|Low(38),0.416,34.75,KAKAMEGA|Unavailable|Unavailable|Low(38)",,Phyllastrephus hypochloris,Smithsonian NMNH,"USNM 520485, USNM 520451, USNM 520450, USNM 520449, USNM 520448, USNM 520447, USNM 520446, USNM 520445, USNM 520444",9,2
"Kakamega, Western Province",Kenya,,,0.264333,34.889119,no,Low(46),unavailable,"0.5,34.5833,WESTERN PROVINCE|Unavailable|Unavailable|Low(46),0.5,34.583333,WESTERN PROVINCE|Unavailable|Unavailable|Low(46),0.416667,34.75,KAKAMEGA|Unavailable|Unavailable|Low(38),0.284219,34.752285,KAKAMEGA|Unavailable|Unavailable|Low(38),0.277632,34.908406,KAKAMEGA|Unavailable|Unavailable|Low(38),0.416,34.75,KAKAMEGA|Unavailable|Unavailable|Low(38),0.2833,34.7833,KAKAMEGA|Unavailable|Unavailable|Low(38),0.5,34.5833,WESTERN|Unavailable|Unavailable|Low(37),0.5,34.583333,WESTERN|Unavailable|Unavailable|Low(37)",,Chlorocichla laetissima,RMNH,RMNH82441,1,3
"Kalahandi, Odisha",India,,,20.136608,85.079898,no,Low(39),unavailable,"20.136608,85.079898,KALAHANDI|Unavailable|Unavailable|Low(39),19.75,83,KALAHANDI|Unavailable|Unavailable|Low(39),20.5,84.41667,ODISHA|Unavailable|Unavailable|Low(36),21,84,ODISHA|Unavailable|Unavailable|Low(36)",,"Pycnonotus cafer, Pycnonotus jocosus, Pycnonotus luteolus",Indian Institute of Science Education and Research Tirupati,"a_7406, a_7408, a_4328, a_7411, a_7528, a_4320, a_4321, a_4312, a_4313, a_4314, a_4318, a_4327",12,2
"Kamituga, Kivu, Zaïre",DRC,,,-3.541437,27.690336,yes,Low(38),Unavailable,"-3.055278,28.181944,KAMITUGA|Unavailable|Unavailable|Low(38),-2.5,28,KIVU|Unavailable|Unavailable|Low(34)",,Phyllastrephus lorenzi,"Royal Belgian Institute of Natural Sciences, Brussels",RBINS 62616,1,2
"Kasai, Luluabourg, Mission of Saint Joseph",DRC,,,-6.022535569,22.31929249,no,,,,,Neolestes torquatus,Smithsonian NMNH,USNM 309018,1,1
Kasama,Japan,,,36.383333,140.266667,no,High(81),unavailable,"36.383333,140.266667,KASAMA|Unavailable|Unavailable|High(81),36.356508,140.269351,KASAMA|Unavailable|Unavailable|High(81),36.4,140.2667,KASAMA|Unavailable|Unavailable|High(81),35.360829,139.53613,KASAMA|Unavailable|Unavailable|High(81)",,Hypsipetes amaurotis,Queensland Museum,O463,1,4
"Kawaigan, Minolo, Puerto Galera",Phillippines,,,13.504668,120.917335,yes,Medium(63),,"13.503771,120.951624,(g3)Puerto Galera|Unavailable|2605|Medium(63)",,Pycnonotus goiavier,NMNH Philippines, PNM 16091,1,3
