LocalityString,Country,State,County,Lat,Lon,Correction Status,Precision,Error Polygon,Error Polygon (circular polygon),Multiplot,AviList,Source,Specimen.number,n_specimens,Code
"R. Cuanza, Cabuta, Cuanza-Sul",Angola,,,-9.194735,20.95916,no,Low(36),unavailable,"-9.194735,20.95916,CUANZA|Unavailable|Unavailable|Low(36),-9.836332,14.863254,CABUTA|Unavailable|Unavailable|Low(36),-11.096127,17.444917,CUANZA|Unavailable|Unavailable|Low(36),-8.80924,15.642537,CUANZA|Unavailable|Unavailable|Low(36),-8.659952,15.176164,CUANZA|Unavailable|Unavailable|Low(36),-9.043015,15.901682,CUANZA|Unavailable|Unavailable|Low(36),-8.173659,14.862392,CUANZA|Unavailable|Unavailable|Low(36),-7.85,14.283333,CABUTA|Unavailable|Unavailable|Low(36),-11.966667,15.283333,CUANZA|Unavailable|Unavailable|Low(36),-11.916667,17.7,CUANZA|Unavailable|Unavailable|Low(36),-6.045517,14.07735,CUANZA|Unavailable|Unavailable|Low(36),-6.011241,14.145942,CUANZA|Unavailable|Unavailable|Low(36),-9.833333,14.833333,CABUTA|Unavailable|Unavailable|Low(36),-8.900238,15.849866,CUANZA|Unavailable|Unavailable|Low(36),-10.836536,17.208436,CUANZA|Unavailable|Unavailable|Low(36),-9.347207,13.152053,CUANZA|Unavailable|Unavailable|Low(36),-12,17.666667,CUANZA|Unavailable|Unavailable|Low(36),-9.8333,14.9667,CABUTA|Unavailable|Unavailable|Low(36),-9.347,13.151,CUANZA|Unavailable|Unavailable|Low(36),-10.818311,14.770481,CUANZA|Unavailable|Unavailable|Low(36),-11.483711,17.510063,CUANZA|Unavailable|Unavailable|Low(36),-9.720458,15.951048,CUANZA|Unavailable|Unavailable|Low(36),-9.044972,15.979936,CUANZA|Unavailable|Unavailable|Low(36),-9.115803,18.253842,CUANZA|Unavailable|Unavailable|Low(36),-9.04988,15.871574,CUANZA|Unavailable|Unavailable|Low(36),-12.419791,13.502562,SUL|Unavailable|Unavailable|Low(33),-13.8,15.066667,SUL|Unavailable|Unavailable|Low(33),-7.657272,15.775635,SUL|Unavailable|Unavailable|Low(33)",,Phyllastrephus fulviventris,"Lubango Museum, Angola","33849, 33858",2,3
"R. Culamagia (Cangandala), Malanje",Angola,,,-9.959482,16.663608,no,Low(40),unavailable,"-9.959482,16.663608,CANGANDALA|Unavailable|Unavailable|Low(40),-9.783333,16.433333,CANGANDALA|Unavailable|Unavailable|Low(40),-9.8,16.75,CANGANDALA|Unavailable|Unavailable|Low(40),-9.7833,16.45,CANGANDALA|Unavailable|Unavailable|Low(40),-9.273962,15.477905,CULAMAGIA|Unavailable|Unavailable|Low(39),-8.768544,15.278257,CULAMAGIA|Unavailable|Unavailable|Low(39),-9.242013,15.863599,CULAMAGIA|Unavailable|Unavailable|Low(39),-8.913243,15.601157,CULAMAGIA|Unavailable|Unavailable|Low(39),-9.187391,16.48554,CULAMAGIA|Unavailable|Unavailable|Low(39),-9.733333,16.833333,CULAMAGIA|Unavailable|Unavailable|Low(39),-9.25,15.866667,CULAMAGIA|Unavailable|Unavailable|Low(39),-8.427989,15.91751,CULAMAGIA|Unavailable|Unavailable|Low(39),-9.75,16.8,CULAMAGIA|Unavailable|Unavailable|Low(39),-6.72723,16.544111,MALANJE|Unavailable|Unavailable|Low(37),-9.544722,16.345278,MALANJE|Unavailable|Unavailable|Low(37),-8.888223,14.450503,MALANJE|Unavailable|Unavailable|Low(37),-8.115149,16.150219,MALANJE|Unavailable|Unavailable|Low(37),-9.675,16.825,MALANJE|Unavailable|Unavailable|Low(37),-9.5333,16.3333,MALANJE|Unavailable|Unavailable|Low(37),-9.675477,16.825529,MALANJE|Unavailable|Unavailable|Low(37),-9.469244,16.375762,MALANJE|Unavailable|Unavailable|Low(37),-10.292538,15.065566,MALANJE|Unavailable|Unavailable|Low(37),-8.744034,15.988704,MALANJE|Unavailable|Unavailable|Low(37),-9.963614,14.926343,MALANJE|Unavailable|Unavailable|Low(37),-6.248792,15.043244,MALANJE|Unavailable|Unavailable|Low(37),-9.952332,14.933717,MALANJE|Unavailable|Unavailable|Low(37),-11.289678,23.739754,CANGANDA|Unavailable|Unavailable|Low(25),-10.225931,21.873876,CANGANDA|Unavailable|Unavailable|Low(25),-10.928912,15.55092,CANGANDA|Unavailable|Unavailable|Low(25),-13.283333,16.083333,CANGANDA|Unavailable|Unavailable|Low(25),-12.534167,15.471389,NGANDALA|Unavailable|Unavailable|Low(25)",,Atimastillas flavigula,"Lubango Museum, Angola",12664,1,3
"R. Cunene (Chitado), Huíla,",Angola,,,-17.316667,13.916667,no,Low(37),unavailable,"-17.316667,13.916667,CHITADO|Unavailable|Unavailable|Low(37),-17.35,13.9667,CHITADO|Unavailable|Unavailable|Low(37),-16.55,16.333333,CUNENE|Unavailable|Unavailable|Low(36),-11.119701,18.958852,CUNENE|Unavailable|Unavailable|Low(36),-16.510087,15.435258,CUNENE|Unavailable|Unavailable|Low(36),-16.51,15.435,CUNENE|Unavailable|Unavailable|Low(36),-14.695307,15.000136,HUÍLA|Unavailable|Unavailable|Low(35),-14.695,15,HUÍLA|Unavailable|Unavailable|Low(35),-15.0667,13.55,HUÍLA|Unavailable|Unavailable|Low(35)",,Chlorocichla flaviventris,"Lubango Museum, Angola",13550,1,3
"R. Cutembo (Chiumboum), Benguela",Angola,,,-12.853995,13.928248,no,Low(38),unavailable,"-12.853995,13.928248,BENGUELA|Unavailable|Unavailable|Low(38),-12.578333,13.407222,BENGUELA|Unavailable|Unavailable|Low(38),-12.1,15.283333,BENGUELA|Unavailable|Unavailable|Low(38),-12.5667,13.4,BENGUELA|Unavailable|Unavailable|Low(38),-12.853,13.928,BENGUELA|Unavailable|Unavailable|Low(38),-12.739634,13.577837,BENGUELA|Unavailable|Unavailable|Low(38),-12.7,14.366667,CUTEMBO|Unavailable|Unavailable|Low(37),-13.85,14.1,CUTEMBO|Unavailable|Unavailable|Low(37),-12.476148,16.118659,CHIUMBO|Unavailable|Unavailable|Low(24),-9.833333,21.05,CHIUMBO|Unavailable|Unavailable|Low(24),-11.317479,16.64351,CHIUMBO|Unavailable|Unavailable|Low(24),-6.991295,21.195252,CHIUMBO|Unavailable|Unavailable|Low(24)",,Atimastillas flavigula,"Lubango Museum, Angola",33306,1,3
"R. Leba, Huíla",Angola,,,-14.695307,15.000136,no,Low(35),unavailable,"-14.695307,15.000136,HUÍLA|Unavailable|Unavailable|Low(35),-14.695,15,HUÍLA|Unavailable|Unavailable|Low(35),-15.0667,13.55,HUÍLA|Unavailable|Unavailable|Low(35),-8.073076,14.343922,LEBA|Unavailable|Unavailable|Low(34),-8.479557,14.284693,LEBA|Unavailable|Unavailable|Low(34),-15.083333,13.266667,LEBA|Unavailable|Unavailable|Low(34),-8.237707,14.618074,LEBA|Unavailable|Unavailable|Low(34)",,Chlorocichla flaviventris,"Lubango Museum, Angola",14027,1,3
"R. Lussingue, Malanje",Angola,,,-11.314069,17.700699,no,Low(39),unavailable,"-11.314069,17.700699,LUSSINGUE|Unavailable|Unavailable|Low(39),-11.44229,17.576714,LUSSINGUE|Unavailable|Unavailable|Low(39),-11.310872,17.7874,LUSSINGUE|Unavailable|Unavailable|Low(39),-6.72723,16.544111,MALANJE|Unavailable|Unavailable|Low(37),-9.952332,14.933717,MALANJE|Unavailable|Unavailable|Low(37),-9.963614,14.926343,MALANJE|Unavailable|Unavailable|Low(37),-8.115149,16.150219,MALANJE|Unavailable|Unavailable|Low(37),-6.248792,15.043244,MALANJE|Unavailable|Unavailable|Low(37),-10.292538,15.065566,MALANJE|Unavailable|Unavailable|Low(37),-9.675477,16.825529,MALANJE|Unavailable|Unavailable|Low(37),-9.544722,16.345278,MALANJE|Unavailable|Unavailable|Low(37),-9.675,16.825,MALANJE|Unavailable|Unavailable|Low(37),-9.469244,16.375762,MALANJE|Unavailable|Unavailable|Low(37),-8.744034,15.988704,MALANJE|Unavailable|Unavailable|Low(37),-9.5333,16.3333,MALANJE|Unavailable|Unavailable|Low(37),-8.888223,14.450503,MALANJE|Unavailable|Unavailable|Low(37),-14.570439,15.103218,USSINGUE|Unavailable|Unavailable|Low(25)",,Atimastillas flavigula,"Lubango Museum, Angola",12179,1,3
"R. Quembo (Cangandala), Malanje",Angola,,,-9.783333,16.433333,no,Low(40),unavailable,"-9.783333,16.433333,CANGANDALA|Unavailable|Unavailable|Low(40),-9.959482,16.663608,CANGANDALA|Unavailable|Unavailable|Low(40),-9.7833,16.45,CANGANDALA|Unavailable|Unavailable|Low(40),-9.8,16.75,CANGANDALA|Unavailable|Unavailable|Low(40),-9.952332,14.933717,MALANJE|Unavailable|Unavailable|Low(37),-9.963614,14.926343,MALANJE|Unavailable|Unavailable|Low(37),-9.5333,16.3333,MALANJE|Unavailable|Unavailable|Low(37),-8.744034,15.988704,MALANJE|Unavailable|Unavailable|Low(37),-6.72723,16.544111,MALANJE|Unavailable|Unavailable|Low(37),-10.292538,15.065566,MALANJE|Unavailable|Unavailable|Low(37),-6.248792,15.043244,MALANJE|Unavailable|Unavailable|Low(37),-8.115149,16.150219,MALANJE|Unavailable|Unavailable|Low(37),-9.675477,16.825529,MALANJE|Unavailable|Unavailable|Low(37),-9.469244,16.375762,MALANJE|Unavailable|Unavailable|Low(37),-9.544722,16.345278,MALANJE|Unavailable|Unavailable|Low(37),-8.888223,14.450503,MALANJE|Unavailable|Unavailable|Low(37),-9.675,16.825,MALANJE|Unavailable|Unavailable|Low(37),-14.939651,13.007877,QUEMBO|Unavailable|Unavailable|Low(36),-5.882954,13.571988,QUEMBO|Unavailable|Unavailable|Low(36),-14.956,20.345,QUEMBO|Unavailable|Unavailable|Low(36),-9.9,14.716667,QUEMBO|Unavailable|Unavailable|Low(36),-6,13.6,QUEMBO|Unavailable|Unavailable|Low(36),-8.036328,18.751738,QUEMBO|Unavailable|Unavailable|Low(36),-14.956232,20.345182,QUEMBO|Unavailable|Unavailable|Low(36),-9.923203,15.888032,QUEMBO|Unavailable|Unavailable|Low(36),-9.947146,14.910056,QUEMBO|Unavailable|Unavailable|Low(36),-6.2979,13.445938,QUEMBO|Unavailable|Unavailable|Low(36),-10.225931,21.873876,CANGANDA|Unavailable|Unavailable|Low(25),-10.928912,15.55092,CANGANDA|Unavailable|Unavailable|Low(25),-11.289678,23.739754,CANGANDA|Unavailable|Unavailable|Low(25),-13.283333,16.083333,CANGANDA|Unavailable|Unavailable|Low(25),-12.534167,15.471389,NGANDALA|Unavailable|Unavailable|Low(25)",,"Phyllastrephus cabanisi, Pycnonotus barbatus","Lubango Museum, Angola","12373, 12372, 12351, 12328, 12774",5,3
"Radhanagari, Maharasthra",India,,,16.4,74,no,Low(41),unavailable,"16.4,74,RADHANAGARI|Unavailable|Unavailable|Low(41),27.118134,82.115767,RADHANAGAR|Unavailable|Unavailable|Low(27),25.976435,80.977779,RADHANAGAR|Unavailable|Unavailable|Low(27),27.621103,81.961402,RADHANAGAR|Unavailable|Unavailable|Low(27),22.568247,75.537354,RADHANAGAR|Unavailable|Unavailable|Low(27),27.301983,81.949746,RADHANAGAR|Unavailable|Unavailable|Low(27),27.085528,82.318344,RADHANAGAR|Unavailable|Unavailable|Low(27),23.154616,87.323443,RADHANAGAR|Unavailable|Unavailable|Low(27),21.694879,88.226683,RADHANAGAR|Unavailable|Unavailable|Low(27),27.757096,80.85064,RADHANAGAR|Unavailable|Unavailable|Low(27),27.137785,81.829482,RADHANAGAR|Unavailable|Unavailable|Low(27),27.316649,79.225946,RADHANAGAR|Unavailable|Unavailable|Low(27),22.336389,88.036944,RADHANAGAR|Unavailable|Unavailable|Low(27),25.545607,87.863179,RADHANAGAR|Unavailable|Unavailable|Low(27),25.888523,87.173076,RADHANAGAR|Unavailable|Unavailable|Low(27),25.422344,87.880804,RADHANAGAR|Unavailable|Unavailable|Low(27),20.964203,84.127192,RADHANAGAR|Unavailable|Unavailable|Low(27),24.320891,87.754305,RADHANAGAR|Unavailable|Unavailable|Low(27),25.884729,87.536648,RADHANAGAR|Unavailable|Unavailable|Low(27),23.576229,76.450143,RADHANAGAR|Unavailable|Unavailable|Low(27),21.053455,83.912599,RADHANAGAR|Unavailable|Unavailable|Low(27),20.752838,84.325077,RADHANAGAR|Unavailable|Unavailable|Low(27),21.88917,83.336551,DHANAGAR|Unavailable|Unavailable|Low(25),25.700271,86.649368,MAHARAS|Unavailable|Unavailable|Low(24),29.281886,76.381181,RADHANA|Unavailable|Unavailable|Low(24)",,"Pycnonotus jocosus, Acritillas indica",Indian Institute of Science Education and Research Tirupati,"a_7204, a_7203, a_7202, a_7501, ab_4068, ab_4067",6,3
Ragama,Sri Lanka,,,7.0292,79.917,no,High(81),unavailable,"7.0292,79.917,RAGAMA|Unavailable|Unavailable|High(81)",,Pycnonotus luteolus,RMNH,"RMNH.AVES.126004, RMNH.AVES.126005",2,3
Ramandurg,India,,,15.946337,75.289696,yes,,,,,"Pycnonotus cafer, Pycnonotus jocosus, Pycnonotus luteolus, Pycnonotus xantholaemus",Royal Ontario Museum,NA,7,5
Rayigam,Sri Lanka,,,6.7716,80.1665,no,High(82),unavailable,"6.7716,80.1665,RAYIGAM|Unavailable|Unavailable|High(82)",,Pycnonotus luteolus,RMNH,RMNH.AVES.126006,1,2
Redelong,Indonesia,,,4.734104,96.819542,yes,,,,,Pycnonotus snouckaerti,RMNH,10261,1,4
Reunion,Reunion,,,-21.1,55.6,no,High(82),unavailable,"-21.1,55.6,REUNION|Unavailable|Unavailable|High(82),-21.066667,55.266667,REUNION|Unavailable|Unavailable|High(82),-21.1,55.6,REUNION|Unavailable|Unavailable|High(82),-20.900742,55.536504,REUNION|Unavailable|Unavailable|High(82)",,Hypsipetes borbonicus,University of Cambridge Museum of Zoology,"UMZC 27/Pyc/6/c/1, UMZC 27/Pyc/6/c/2, UMZC 27/Pyc/6/c/3, UMZC 27/Pyc/6/c/4",4,6
"Ria Matuca, Bibahe, Sá da Bandeira",Angola,,,-14.916667,13.5,no,Low(44),unavailable,"-14.916667,13.5,SÁ DA BANDEIRA|Unavailable|Unavailable|Low(44),-8.14268,15.650456,BANDEIRA|Unavailable|Unavailable|Low(38),-14.016667,15.183333,BANDEIRA|Unavailable|Unavailable|Low(38),-9.328139,14.767171,BANDEIRA|Unavailable|Unavailable|Low(38),-10.453613,15.922791,BANDEIRA|Unavailable|Unavailable|Low(38),-8.152206,16.70163,BANDEIRA|Unavailable|Unavailable|Low(38),-10.487034,18.753584,MATUCA|Unavailable|Unavailable|Low(36)",,Phyllastrephus fulviventris,"Lubango Museum, Angola",21440,1,3
"Rimbo Pengadang (Lebong), Bengkulu",Indonesia,,,-3.798169,102.278214,yes,Low(39),,"-8.7797,116.3095,PENGADANG|Unavailable|Unavailable|Low(39),-2.8762,103.5614,PENGADANG|Unavailable|Unavailable|Low(39),-9.6624,119.9154,PENGADANG|Unavailable|Unavailable|Low(39),-3.7667,102.2667,BENGKULU|Unavailable|Unavailable|Low(38),-4.731023,104.589975,BENGKULU|Unavailable|Unavailable|Low(38),-3.8,102.266667,BENGKULU|Unavailable|Unavailable|Low(38),-3.8125,102.2875,BENGKULU|Unavailable|Unavailable|Low(38),-2.5519,119.0685,LEBONG|Unavailable|Unavailable|Low(36),-6.3408,106.2574,LEBONG|Unavailable|Unavailable|Low(36),-5.2743,119.7564,LEBONG|Unavailable|Unavailable|Low(36),-3.1038,102.1802,LEBONG|Unavailable|Unavailable|Low(36),-2.9857,104.3907,LEBONG|Unavailable|Unavailable|Low(36),-6.3589,106.7721,LEBONG|Unavailable|Unavailable|Low(36),0.0186,100.0418,RIMBO|Unavailable|Unavailable|Low(35),-6.744167,108.350833,RIMBO|Unavailable|Unavailable|Low(35)",,Ixos leucogrammicus,RMNH,RMNH125326,1,3
"Rinangisan, Sabah, E. Malaysia (5°28'N, 116°02'E)",Malaysia,,,5.466667,116.033333,no,Low(43),unavailable,"4,115,EAST MALAYSIA|Unavailable|Unavailable|Low(43),5.4591,116.1018,RINANGISAN|Unavailable|Unavailable|Low(40),0,120,MALAYSIA|Unavailable|Unavailable|Low(38),2.5,112.5,MALAYSIA|Unavailable|Unavailable|Low(38),2.5,112.5,MALAYSIA|Unavailable|Unavailable|Low(38),5.5,117,SABAH|Unavailable|Unavailable|Low(35),3.7698,100.9879,SABAH|Unavailable|Unavailable|Low(35)",,Rubigula erythropthalmos,Western Foundation of Vertebrate Zoology,WFVZ #38886,1,1
Rio Chitivi (Bibala),Angola,,,-14.759669,13.35568,no,Low(36),unavailable,"-14.759669,13.35568,BIBALA|Unavailable|Unavailable|Low(36),-14.702503,13.139977,BIBALA|Unavailable|Unavailable|Low(36),-14.7667,13.35,BIBALA|Unavailable|Unavailable|Low(36)",,Phyllastrephus fulviventris,"Lubango Museum, Angola",5117,1,2
Rio Cuqueta (Monte Moco),Angola,,,-12.208905,15.244956,no,Low(37),unavailable,"-12.208905,15.244956,CUQUETA|Unavailable|Unavailable|Low(37),-12.281389,15.227912,CUQUETA|Unavailable|Unavailable|Low(37),-12.297197,15.225851,CUQUETA|Unavailable|Unavailable|Low(37),-12.666667,14.466667,MOCO|Unavailable|Unavailable|Low(34),-12.633333,14.5,MOCO|Unavailable|Unavailable|Low(34),-12.427808,15.152708,MOCO|Unavailable|Unavailable|Low(34),-12.466667,15.083333,MOCO|Unavailable|Unavailable|Low(34),-12.462025,15.176721,MOCO|Unavailable|Unavailable|Low(34),-12.420742,15.258085,MOCO|Unavailable|Unavailable|Low(34)",,Pycnonotus barbatus,"Lubango Museum, Angola",7392,1,NA
"Rio Cutembo (Cumaum), Benguela",Angola,,,-12.853995,13.928248,no,Low(38),unavailable,"-12.853995,13.928248,BENGUELA|Unavailable|Unavailable|Low(38),-12.578333,13.407222,BENGUELA|Unavailable|Unavailable|Low(38),-12.1,15.283333,BENGUELA|Unavailable|Unavailable|Low(38),-12.5667,13.4,BENGUELA|Unavailable|Unavailable|Low(38),-12.853,13.928,BENGUELA|Unavailable|Unavailable|Low(38),-12.739634,13.577837,BENGUELA|Unavailable|Unavailable|Low(38),-13.85,14.1,CUTEMBO|Unavailable|Unavailable|Low(37),-12.7,14.366667,CUTEMBO|Unavailable|Unavailable|Low(37)",,Phyllastrephus fulviventris,"Lubango Museum, Angola",33295,1,3
Roca Cansele,Angola,,,-8.35,15.1833,no,,,,,Phyllastrephus viridiceps,Smithsonian NMNH,"USNM 583331, USNM 583332, USNM 583333, USNM 583335, USNM 583336",5,4
Romblon,Philippines,,,12.540154,122.291293,yes,High(82),Unavailable,"11.0046,122.5895,ROMBLON|Unavailable|Unavailable|High(82),12.550629,122.300213,ROMBLON|Unavailable|Unavailable|High(82),12.533333,122.283333,ROMBLON|Unavailable|Unavailable|High(82),12.3,122.066667,ROMBLON|Unavailable|Unavailable|High(82),12.478641,120.950414,ROMBLON|Unavailable|Unavailable|High(82),12.575127,122.270813,ROMBLON|Unavailable|Unavailable|High(82),11.037487,122.571304,ROMBLON|Unavailable|Unavailable|High(82),12.5,122.25,ROMBLON|Unavailable|Unavailable|High(82),14.662527,121.029314,ROMBLON|Unavailable|Unavailable|High(82)",,Hypsipetes siquijorensis,AMNH,"307997, 307998",2,3
Romblon,Philippines,,,11.0046,122.5895,no,High(82),unavailable,"11.0046,122.5895,ROMBLON|Unavailable|Unavailable|High(82),12.550629,122.300213,ROMBLON|Unavailable|Unavailable|High(82),12.533333,122.283333,ROMBLON|Unavailable|Unavailable|High(82),12.3,122.066667,ROMBLON|Unavailable|Unavailable|High(82),12.478641,120.950414,ROMBLON|Unavailable|Unavailable|High(82),12.575127,122.270813,ROMBLON|Unavailable|Unavailable|High(82),11.037487,122.571304,ROMBLON|Unavailable|Unavailable|High(82),12.5,122.25,ROMBLON|Unavailable|Unavailable|High(82),14.662527,121.029314,ROMBLON|Unavailable|Unavailable|High(82)",,Hypsipetes siquijorensis,USNM,192640,1,3
Romblon Island,Philippines,,,12.523631,122.285813,no,High(89),unavailable,"12.523631,122.285813,ROMBLON ISLAND|Unavailable|Unavailable|High(89)",,Hypsipetes siquijorensis,Smithsonian NMNH,"USNM 233205, USNM 233204, USNM 233203, USNM 233202, USNM 233201, USNM 211463, USNM 233567, USNM 233568, USNM 192641",9,3
Roça Cassembo (Gabela),Angola,,,-10.53436,16.073234,no,Low(38),unavailable,"-10.53436,16.073234,CASSEMBO|Unavailable|Unavailable|Low(38),-10.493259,16.018258,CASSEMBO|Unavailable|Unavailable|Low(38),-11.307752,15.653421,CASSEMBO|Unavailable|Unavailable|Low(38),-10.9333,14.4,GABELA|Unavailable|Unavailable|Low(36),-10.85147,14.379927,GABELA|Unavailable|Unavailable|Low(36),-10.898295,14.407321,GABELA|Unavailable|Unavailable|Low(36)",,Phyllastrephus viridiceps,"Lubango Museum, Angola",2037,1,1
"Réunion, 6 km south of Ste. Marie",France (Réunion),,,-20.928214,55.553668,no,,,,,Hypsipetes borbonicus,Smithsonian NMNH,USNM 486967,1,1
"SOUTH AFRICA: Western Cape Province; Nature's Valley, 10 km WSW; -33.967, 23.467; 150 m; Habitat: ""Brenda"" knysna forest",South Africa,,,-33.967,23.467,yes,Low(45),,"-33.980542,23.557348,NATURES VALLEY|Unavailable|Unavailable|Low(45),-31,23,CAPE PROVINCE|Unavailable|Unavailable|Low(43),-29,25,SOUTH AFRICA|Unavailable|Unavailable|Low(42),-34,20,WESTERN CAPE|Unavailable|Unavailable|Low(42),-30,26,SOUTH AFRICA|Unavailable|Unavailable|Low(42),-23.174718,28.321605,Distance WSW of %KNYSNA%|Unavailable|Unavailable|Medium(39),-34.117771,22.966164,Distance WSW of %KNYSNA%|Unavailable|Unavailable|Medium(39),-34.050468,22.901728,Distance WSW of %KNYSNA%|Unavailable|Unavailable|Medium(39),-33.970138,22.885075,Distance WSW of %KNYSNA%|Unavailable|Unavailable|Medium(39),-34.084438,22.949536,Distance WSW of %KNYSNA%|Unavailable|Unavailable|Medium(39),-25.784543,23.825677,Distance WSW of %KNYSNA%|Unavailable|Unavailable|Medium(39),-34.071081,22.949256,Distance WSW of %KNYSNA%|Unavailable|Unavailable|Medium(39),-28.733333,31.516667,VALLEY|Unavailable|Unavailable|Low(36),-32.507613,27.632396,VALLEY|Unavailable|Unavailable|Low(36),-33.979647,25.616759,VALLEY|Unavailable|Unavailable|Low(36),-31,23,CAPE|Unavailable|Unavailable|Low(34)",,Phyllastrephus terrestris,Burke Museum,UWBM 95323,1,1
"SOUTH AFRICA: Western Cape Province; Nature's Valley, 15 km NW; -33.917, 23.417; Habitat: knysna forest",South Africa,,,-33.917,23.417,yes,Medium(51),,"-34.036643,23.049704,At KNYSNA|Unavailable|Unavailable|Medium(51),-25.75005,23.91821,At KNYSNA|Unavailable|Unavailable|Medium(51),-23.14021,28.412272,At KNYSNA|Unavailable|Unavailable|Medium(51),-34.01603,23.002152,At KNYSNA|Unavailable|Unavailable|Medium(51),-34.083333,23.066667,At KNYSNA|Unavailable|Unavailable|Medium(51),-33.935699,22.985406,At KNYSNA|Unavailable|Unavailable|Medium(51),-34.05,23.05,At KNYSNA|Unavailable|Unavailable|Medium(51)",,Phyllastrephus terrestris,Burke Museum,UWBM 95322,1,1
SOUTH AFRICA: Western Cape Province; West Coast National Park; Habitat: coastal finbos,South Africa,,,-31,23,no,Low(43),unavailable,"-31,23,CAPE PROVINCE|Unavailable|Unavailable|Low(43),-30,26,SOUTH AFRICA|Unavailable|Unavailable|Low(42),-29,25,SOUTH AFRICA|Unavailable|Unavailable|Low(42),-34,20,WESTERN CAPE|Unavailable|Unavailable|Low(42),-32.216945,18.806483,WEST COAST|Unavailable|Unavailable|Low(40),-31,23,CAPE|Unavailable|Unavailable|Low(34)",,Pycnonotus capensis,Burke Museum,UWBM 119157,1,2
"Sabah Softwoods Plantation, 75km NW of Tawau, Sabah, E. Malaysia",Malaysia,,,4.515199297,117.721807,no,Low(43),unavailable,"4,115,EAST MALAYSIA|Unavailable|Unavailable|Low(43),0,120,MALAYSIA|Unavailable|Unavailable|Low(38),2.5,112.5,MALAYSIA|Unavailable|Unavailable|Low(38),2.5,112.5,MALAYSIA|Unavailable|Unavailable|Low(38),3.7698,100.9879,SABAH|Unavailable|Unavailable|Low(35),4.583333,117.666667,TAWAU|Unavailable|Unavailable|Low(35),5.5,117,SABAH|Unavailable|Unavailable|Low(35),4.2667,117.9,TAWAU|Unavailable|Unavailable|Low(35),4.2498,117.8871,TAWAU|Unavailable|Unavailable|Low(35)",,Rubigula erythropthalmos,Western Foundation of Vertebrate Zoology,"WFVZ #38897, WFVZ #38899",2,1
"Sabah, Borneo, Kina Balu",Malaysia,,,6.23600806,116.711327,no,Low(36),unavailable,"1,114,BORNEO|Unavailable|Unavailable|Low(36),4,115,BORNEO|Unavailable|Unavailable|Low(36),3.7698,100.9879,SABAH|Unavailable|Unavailable|Low(35),5.5,117,SABAH|Unavailable|Unavailable|Low(35)",,Alophoixus ochraceus,Cornell University Museum of Vertebrates,"13364, 13365",2,4
Sakaerat Environmental Research Station,Thailand,,,14.51114272,101.9315254,no,,,,,"Pycnonotus finlaysoni, Rubigula flaviventris, Alophoixus pallidus",Field1,"3A60973, 3A60972, 4A02604, 4A02608, 3A60958, 3A60957, 3A60967, 3A60966, 3A60971, 3A60969, 3A60968, 3A60970, 4A02606, 4A02607, 4A02605, 4A02602, 4A02601",17,3
Salang,India,,,29.63195,79.8963,no,High(81),unavailable,"29.63195,79.8963,SALANG|Unavailable|Unavailable|High(81)",,"Microtarsus melanocephalos, Pycnonotus plumosus",Queensland Museum,"O7862, O7877",2,2
"Salawin Wildlife Sanctuary, Mae Hong Son",Thailand,,,19.308543,97.965302,no,Low(42),unavailable,"19.308543,97.965302,MAE HONG SON|Unavailable|Unavailable|Low(42),19.302287,97.973602,MAE HONG SON|Unavailable|Unavailable|Low(42),19.3,98.0167,MAE HONG SON|Unavailable|Unavailable|Low(42),18.75,97.916667,MAE HONG SON|Unavailable|Unavailable|Low(42),18.440694,99.445083,HONG|Unavailable|Unavailable|Low(34)",,"Iole propinqua, Rubigula flaviventris",Field1,"3A10756, 3A10755, 3A10750, 4A01756, 3A10757, 3A10758",6,3
