LocalityString,Country,State,County,Lat,Lon,Correction Status,Precision,Error Polygon,Error Polygon (circular polygon),Multiplot,AviList,Source,Specimen.number,n_specimens,Code
"Coast Province, Tana River, Mwina",Kenya,,,-2.062955,40.176864,yes,Low(44),Unavailable,"-2,39.75,COAST PROVINCE|Unavailable|Unavailable|Low(44),-3,39.5,COAST PROVINCE|Unavailable|Unavailable|Low(44),-1.533,39.416,TANA RIVER|Unavailable|Unavailable|Low(40),-1.533333,39.416667,TANA RIVER|Unavailable|Unavailable|Low(40),-2.054151,40.065575,MWINA|Unavailable|Unavailable|Low(35),-3,39.5,COAST|Unavailable|Unavailable|Low(35),-2,39.75,COAST|Unavailable|Unavailable|Low(35),-2.062955,40.176864,MWINA|Unavailable|Unavailable|Low(35),-0.789614,37.2658,TANA|Unavailable|Unavailable|Low(34),-0.764416,37.313701,TANA|Unavailable|Unavailable|Low(34),0.682474,38.423519,TANA|Unavailable|Unavailable|Low(34),-2.535638,40.531424,TANA|Unavailable|Unavailable|Low(34)",,Phyllastrephus fischeri,ANSP,95958,1,2
"Coast Province, Tana River, Pumwani, along the Tana River",Kenya,,,-1.194931,39.988982,yes,Low(44),Unavailable,"-2,39.75,COAST PROVINCE|Unavailable|Unavailable|Low(44),-3,39.5,COAST PROVINCE|Unavailable|Unavailable|Low(44),-1.533,39.416,TANA RIVER|Unavailable|Unavailable|Low(40),-1.533333,39.416667,TANA RIVER|Unavailable|Unavailable|Low(40),-1.612605,40.082955,PUMWANI|Unavailable|Unavailable|Low(37),-1.194931,39.988982,PUMWANI|Unavailable|Unavailable|Low(37),-1.28185,36.845625,PUMWANI|Unavailable|Unavailable|Low(37),-1.283333,36.85,PUMWANI|Unavailable|Unavailable|Low(37),-3.093885,40.010713,PUMWANI|Unavailable|Unavailable|Low(37),-3.101886,40.033076,PUMWANI|Unavailable|Unavailable|Low(37),-3,39.5,COAST|Unavailable|Unavailable|Low(35),-2,39.75,COAST|Unavailable|Unavailable|Low(35),0.682474,38.423519,TANA|Unavailable|Unavailable|Low(34),-2.535638,40.531424,TANA|Unavailable|Unavailable|Low(34),-0.764416,37.313701,TANA|Unavailable|Unavailable|Low(34),-0.789614,37.2658,TANA|Unavailable|Unavailable|Low(34)",,Phyllastrephus fischeri,ANSP,"95959, 95960",2,4
"Coast Province, Taita-Taveta, Kasigau",Kenya,,,-3.826404,38.662372,yes,Low(44),Unavailable,"-2,39.75,COAST PROVINCE|Unavailable|Unavailable|Low(44),-3,39.5,COAST PROVINCE|Unavailable|Unavailable|Low(44),-3.875378,38.654582,KASIGAU|Unavailable|Unavailable|Low(37),-3.816667,38.666667,KASIGAU|Unavailable|Unavailable|Low(37),-3.826404,38.662372,KASIGAU|Unavailable|Unavailable|Low(37),-3.5,37.7,TAVETA|Unavailable|Unavailable|Low(36),-3.3833,37.6667,TAVETA|Unavailable|Unavailable|Low(36),-3.394046,37.674877,TAVETA|Unavailable|Unavailable|Low(36),-2,39.75,COAST|Unavailable|Unavailable|Low(35),1.744672,36.183329,TAITA|Unavailable|Unavailable|Low(35),-3,39.5,COAST|Unavailable|Unavailable|Low(35),-3.30065,38.354104,TAITA|Unavailable|Unavailable|Low(35)",,Phyllastrephus strepitans,ANSP,"95925, 95926",2,3
"Coast Province, Taita-Taveta, Mgama",Kenya,,,-3.554626,38.302091,yes,Low(44),Unavailable,"-2,39.75,COAST PROVINCE|Unavailable|Unavailable|Low(44),-3,39.5,COAST PROVINCE|Unavailable|Unavailable|Low(44),-3.3833,37.6667,TAVETA|Unavailable|Unavailable|Low(36),-3.5,37.7,TAVETA|Unavailable|Unavailable|Low(36),-3.394046,37.674877,TAVETA|Unavailable|Unavailable|Low(36),-2,39.75,COAST|Unavailable|Unavailable|Low(35),-3,39.5,COAST|Unavailable|Unavailable|Low(35),-3.30065,38.354104,TAITA|Unavailable|Unavailable|Low(35),-3.554626,38.302091,MGAMA|Unavailable|Unavailable|Low(35),-3.600361,38.251408,MGAMA|Unavailable|Unavailable|Low(35),1.744672,36.183329,TAITA|Unavailable|Unavailable|Low(35)",,Phyllastrephus strepitans,ANSP,"95927, 95928, 95929",3,3
"Coast Province, Taita-Taveta, Taita Hills",Kenya,,,-3.404303,38.327977,yes,Low(44),Unavailable,"-2,39.75,COAST PROVINCE|Unavailable|Unavailable|Low(44),-3,39.5,COAST PROVINCE|Unavailable|Unavailable|Low(44),-3.404303,38.327977,TAITA HILLS|Unavailable|Unavailable|Low(41),-3.3833,37.6667,TAVETA|Unavailable|Unavailable|Low(36),-3.5,37.7,TAVETA|Unavailable|Unavailable|Low(36),-3.394046,37.674877,TAVETA|Unavailable|Unavailable|Low(36),-3,39.5,COAST|Unavailable|Unavailable|Low(35),-3.30065,38.354104,TAITA|Unavailable|Unavailable|Low(35),1.744672,36.183329,TAITA|Unavailable|Unavailable|Low(35),-2,39.75,COAST|Unavailable|Unavailable|Low(35)",,Phyllastrephus cerviniventris,ANSP,95993,1,4
"Coast Province, Taita-Taveta, Taveta",Kenya,,,-3.394046,37.674877,yes,Low(44),Unavailable,"-2,39.75,COAST PROVINCE|Unavailable|Unavailable|Low(44),-3,39.5,COAST PROVINCE|Unavailable|Unavailable|Low(44),-3.3833,37.6667,TAVETA|Unavailable|Unavailable|Low(36),-3.5,37.7,TAVETA|Unavailable|Unavailable|Low(36),-3.394046,37.674877,TAVETA|Unavailable|Unavailable|Low(36),-3,39.5,COAST|Unavailable|Unavailable|Low(35),-3.30065,38.354104,TAITA|Unavailable|Unavailable|Low(35),1.744672,36.183329,TAITA|Unavailable|Unavailable|Low(35),-2,39.75,COAST|Unavailable|Unavailable|Low(35)",,Phyllastrephus strepitans,ANSP,"95930, 95931",2,2
"Coast Province, Taita-Taveta, Tsavo",Kenya,,,-2.997825,38.458455,yes,Low(44),Unavailable,"-2,39.75,COAST PROVINCE|Unavailable|Unavailable|Low(44),-3,39.5,COAST PROVINCE|Unavailable|Unavailable|Low(44),-3.394046,37.674877,TAVETA|Unavailable|Unavailable|Low(36),-3.5,37.7,TAVETA|Unavailable|Unavailable|Low(36),-3.3833,37.6667,TAVETA|Unavailable|Unavailable|Low(36),1.744672,36.183329,TAITA|Unavailable|Unavailable|Low(35),-2.977811,38.519962,TSAVO|Unavailable|Unavailable|Low(35),-3.049672,38.445239,TSAVO|Unavailable|Unavailable|Low(35),-2.548671,38.25809,TSAVO|Unavailable|Unavailable|Low(35),-3,39.5,COAST|Unavailable|Unavailable|Low(35),-3.30065,38.354104,TAITA|Unavailable|Unavailable|Low(35),-3.000268,38.470705,TSAVO|Unavailable|Unavailable|Low(35),-2,39.75,COAST|Unavailable|Unavailable|Low(35),-2.997825,38.458455,TSAVO|Unavailable|Unavailable|Low(35),-2.9833,38.4667,TSAVO|Unavailable|Unavailable|Low(35),-3.055937,37.912719,TSAVO|Unavailable|Unavailable|Low(35)",,"Phyllastrephus cerviniventris, Phyllastrephus strepitans",ANSP,"95994, 95932, 95933, 95934, 95935, 95936, 95937, 95938",8,2
Comoros,Comoros,,,-11.725832,43.366843,yes,High(82),,"-12,43.833333,COMOROS|Unavailable|Unavailable|High(82)",,Hypsipetes parvirostris,ANSP,52171,1,4
"Conghua, Guangzhou",China,,,23.546193,113.597272,yes,Medium(59),,"23.114299,113.257897,(g3)Guangzhou|Unavailable|12000|Medium(59)",,Pycnonotus sinensis,"Museum of Biology,Sun Yat-sen University","SYS0002733, SYS0002730, SYS0002741, SYS0002792",4,4
Coonoor,India,,,11.347027,76.795321,no,High(82),unavailable,"11.347027,76.795321,COONOOR|Unavailable|Unavailable|High(82),11.308562,76.90456,COONOOR|Unavailable|Unavailable|High(82),11.35,76.816667,COONOOR|Unavailable|Unavailable|High(82)",,"Hypsipetes ganeesa, Acritillas indica",University of Cambridge Museum of Zoology,"UMZC 27/Pyc/6/j/25, UMZC 27/Pyc/6/j/24, UMZC 27/Pyc/6/j/20, UMZC 27/Pyc/6/i/5, UMZC 27/Pyc/6/i/4, UMZC 27/Pyc/6/i/2",6,3
"Crocker Range Park, Ulu Kimanis Station, 53.5 km S Kota Kinabalu",Malaysia,,,5.554533,115.968503,yes,High(88),Unavailable,"5.491409,116.0724,Distance South of KOTA KINABALU|Unavailable|Unavailable|High(88),5.549843,116.166667,Distance South of KOTA KINABALU|Unavailable|Unavailable|High(88),5.099802,100.3833,Distance South of KOTA|Unavailable|Unavailable|High(79),4.947286,100.435245,Distance South of KOTA|Unavailable|Unavailable|High(79),5.602001,102.251272,Distance South of KOTA|Unavailable|Unavailable|High(79),5.099835,100.383333,Distance South of KOTA|Unavailable|Unavailable|High(79),2.035466,102.156,Distance South of KOTA|Unavailable|Unavailable|High(79),2.066466,102.1667,Distance South of KOTA|Unavailable|Unavailable|High(79)",,Alophoixus phaeocephalus,"Louisiana State University, Museum of Natural Science","181666, 181667",2,2
"Crocker Range, approximately 15 km NW Keningau",Malaysia,,,5.433649,116.063926,yes,High(83),Unavailable,"5.433649,116.063926,Distance NorthWest of KENINGAU|Unavailable|Unavailable|High(83),5.345849,116.15374,Distance NorthWest of KENINGAU|Unavailable|Unavailable|High(83)",,Alophoixus ruficrissus,"Louisiana State University, Museum of Natural Science",165854,1,2
"Dali Township, QiongzhongLi and Miano Autonomous Country, Hainan",China,,,18.754017,109.941644,yes,Low(36),Unavailable,"18.939444,109.484167,HAINAN|Unavailable|Unavailable|Low(36),23.053864,113.223395,HAINAN|Unavailable|Unavailable|Low(36),27.788646,102.307174,HAINAN|Unavailable|Unavailable|Low(36),34.66,108.991111,DALI|Unavailable|Unavailable|Low(34),34.538609,103.316241,DALI|Unavailable|Unavailable|Low(34),25.265667,116.667984,DALI|Unavailable|Unavailable|Low(34),27.333889,112.450278,DALI|Unavailable|Unavailable|Low(34),31.050764,113.789858,DALI|Unavailable|Unavailable|Low(34),21.975054,110.704667,DALI|Unavailable|Unavailable|Low(34),22.537912,113.121077,DALI|Unavailable|Unavailable|Low(34),23.14974,112.836458,DALI|Unavailable|Unavailable|Low(34),30.269448,122.14205,DALI|Unavailable|Unavailable|Low(34),30.650931,105.665657,DALI|Unavailable|Unavailable|Low(34),28.61917,105.403745,DALI|Unavailable|Unavailable|Low(34),23.31167,113.32973,DALI|Unavailable|Unavailable|Low(34),30.769556,107.822566,DALI|Unavailable|Unavailable|Low(34),35.561389,110.917222,DALI|Unavailable|Unavailable|Low(34),33.462765,104.978557,DALI|Unavailable|Unavailable|Low(34),31.338589,118.410471,DALI|Unavailable|Unavailable|Low(34),31.301877,108.684387,DALI|Unavailable|Unavailable|Low(34),31.298518,109.13224,DALI|Unavailable|Unavailable|Low(34),25.9389,107.478,DALI|Unavailable|Unavailable|Low(34),30.915074,118.725126,DALI|Unavailable|Unavailable|Low(34),29.007651,116.788175,DALI|Unavailable|Unavailable|Low(34),34.795863,109.938948,DALI|Unavailable|Unavailable|Low(34),19.261329,110.431408,DALI|Unavailable|Unavailable|Low(34),18.754017,109.941644,DALI|Unavailable|Unavailable|Low(34),19.038333,109.84,QIONGZHONG|Unavailable|Unavailable|Low(27),22.071066,112.80956,ZHONGLI|Unavailable|Unavailable|Low(24),23.25076,109.618747,ZHONGLI|Unavailable|Unavailable|Low(24),27.43997,117.824727,ZHONGLI|Unavailable|Unavailable|Low(24),28.730309,119.986579,ZHONGLI|Unavailable|Unavailable|Low(24),43.015577,129.739625,ZHONGLI|Unavailable|Unavailable|Low(24)",,Pycnonotus sinensis,"Museum of Biology,Sun Yat-sen University","SYS0002783, SYS0002802, SYS0002807, SYS0002771",4,2
"Danum Valley, Sabah, Borneo",Malaysia,,,4.958493,117.691002,yes,Low(36),,"1,114,BORNEO|Unavailable|Unavailable|Low(36),4,115,BORNEO|Unavailable|Unavailable|Low(36),3.7698,100.9879,SABAH|Unavailable|Unavailable|Low(35),5.5,117,SABAH|Unavailable|Unavailable|Low(35)",,"Alophoixus phaeocephalus, Iole charlottae, Pycnonotus brunneus, Pycnonotus goiavier, Pycnonotus plumosus, Tricholestes criniger",Field1,"1_NA_450, 1_NA_5871, 1_NA_8603, 1_NA_8604, 1_NA_8605, 1_NA_8606, 1_NA_8607, 1_NA_9941, 1_NA_9942, 1_NA_9943",10,3
Darjeeling,India,,,27.038683,88.264057,yes,High(85),,"27.034784,88.266117,DARJEELING|Unavailable|Unavailable|High(85),27.0333,88.3333,DARJEELING|Unavailable|Unavailable|High(85),26.75,88.25,DARJEELING|Unavailable|Unavailable|High(85),27.031651,88.260273,(g3)Darjeeling|Unavailable|1368|Medium(60)",,Rubigula flaviventris,Royal Ontario Museum,"CG 1881, No 1086; 456",1,3
Darjeeling,India,,,27.038683,88.264057,no,High(85),unavailable,"27.034784,88.266117,DARJEELING|Unavailable|Unavailable|High(85),27.0333,88.3333,DARJEELING|Unavailable|Unavailable|High(85),26.75,88.25,DARJEELING|Unavailable|Unavailable|High(85),27.031651,88.260273,(g3)Darjeeling|Unavailable|1368|Medium(60)",,"Hemixos flavala, Ixos mcclellandii",University of Cambridge Museum of Zoology,"UMZC 27/Pyc/6/h/5, UMZC 27/Pyc/6/l/9, UMZC 27/Pyc/6/l/6",3,3
"Dinghu Mountian, Zhaoqing City, Guangdong",China,,,23.165967,112.542132,yes,Medium(59),,"22.517421,113.365399,(g3)Guangdong|Unavailable|5000|Medium(59)",,Pycnonotus sinensis,"Museum of Biology,Sun Yat-sen University",SYS0002757,1,3
Dompim,Ghana,,,5.2121263634003085,-2.1906924049458163,no,,,,,"Criniger calurus, Eurillas gracilis, Eurillas latirostris, Eurillas virens, Phyllastrephus icterinus",Field1,"1_NA_2835, 1_NA_4203, 1_NA_4204, 1_NA_4202, 1_NA_4701, 1_NA_4713, 1_NA_4714, 1_NA_4720, 1_NA_4721, 1_NA_4722, 1_NA_4723, 1_NA_4702, 1_NA_4703, 1_NA_4704, 1_NA_4705, 1_NA_4706, 1_NA_4707, 1_NA_4708, 1_NA_4709, 1_NA_4710, 1_NA_4711, 1_NA_4712, 1_NA_4715, 1_NA_4716, 1_NA_4717, 1_NA_4718, 1_NA_4719, 1_NA_4805, 1_NA_4823, 1_NA_4831, 1_NA_4785, 1_NA_4789, 1_NA_4792, 1_NA_4829, 1_NA_4830, 1_NA_4793, 1_NA_4794, 1_NA_4795, 1_NA_4796, 1_NA_4797, 1_NA_4798, 1_NA_4799, 1_NA_4800, 1_NA_4801, 1_NA_4802, 1_NA_4803, 1_NA_4804, 1_NA_4806, 1_NA_4807, 1_NA_8157, 1_NA_8158, 1_NA_8154",52,2
Dompim,Ghana,,,5.2121263634003085,-2.1906924049458163,no,High(81),unavailable,"5.153673,-2.074867,DOMPIM|Unavailable|Unavailable|High(81),5.103436,-1.673214,DOMPIM|Unavailable|Unavailable|High(81),5.393311,-1.971763,DOMPIM|Unavailable|Unavailable|High(81)",,"Bleda canicapillus, Chlorocichla simplex, Criniger barbatus, Eurillas curvirostris, Phyllastrephus icterinus",Field1,"1_NA_1116, 1_NA_1117, 1_NA_1118, 1_NA_1119, 1_NA_1122, 1_NA_1115, 1_NA_2111, 1_NA_2110, 1_NA_2829, 1_NA_2822, 1_NA_2823, 1_NA_2824, 1_NA_2825, 1_NA_2830, 1_NA_2827, 1_NA_2828, 1_NA_2826, 1_NA_4197, 1_NA_8155, 1_NA_8156",20,2
"Dongfang City, Hainan",China,,,19.097265,108.652585,yes,Low(38),Unavailable,"22.258965,112.863904,DONGFANG|Unavailable|Unavailable|Low(38),22.457497,112.5815,DONGFANG|Unavailable|Unavailable|Low(38),18.41451,109.623964,DONGFANG|Unavailable|Unavailable|Low(38),30.037846,120.428881,DONGFANG|Unavailable|Unavailable|Low(38),18.993611,108.840833,DONGFANG|Unavailable|Unavailable|Low(38),30.644466,108.400404,DONGFANG|Unavailable|Unavailable|Low(38),29.98657,120.018173,DONGFANG|Unavailable|Unavailable|Low(38),19.052778,108.930833,DONGFANG|Unavailable|Unavailable|Low(38),19.23,108.624167,DONGFANG|Unavailable|Unavailable|Low(38),21.813056,112.305833,DONGFANG|Unavailable|Unavailable|Low(38),19.349489,109.010378,DONGFANG|Unavailable|Unavailable|Low(38),19.853881,109.390316,DONGFANG|Unavailable|Unavailable|Low(38),19.732501,109.314023,DONGFANG|Unavailable|Unavailable|Low(38),31.064,103.865,DONGFANG|Unavailable|Unavailable|Low(38),28.7544,120.165,DONGFANG|Unavailable|Unavailable|Low(38),25.9429,106.636,DONGFANG|Unavailable|Unavailable|Low(38),30.837,107.058,DONGFANG|Unavailable|Unavailable|Low(38),30.8322,104.3,DONGFANG|Unavailable|Unavailable|Low(38),27.3632,102.599,DONGFANG|Unavailable|Unavailable|Low(38),27.8266,103.333,DONGFANG|Unavailable|Unavailable|Low(38),28.216,102.015,DONGFANG|Unavailable|Unavailable|Low(38),18.939444,109.484167,HAINAN|Unavailable|Unavailable|Low(36),27.788646,102.307174,HAINAN|Unavailable|Unavailable|Low(36),33.0427,119.982,HAINAN|Unavailable|Unavailable|Low(36),39.445452,106.891317,HAINAN|Unavailable|Unavailable|Low(36),44.5657,129.49,HAINAN|Unavailable|Unavailable|Low(36),47.232,126.979,HAINAN|Unavailable|Unavailable|Low(36),23.053864,113.223395,HAINAN|Unavailable|Unavailable|Low(36),19.25,109.75,HAINAN|Unavailable|Unavailable|Low(36),30.28233,115.571748,DONGFAN|Unavailable|Unavailable|Low(24),34.6866,111.316,DONGFAN|Unavailable|Unavailable|Low(24),23.8607,109.367,DONGFAN|Unavailable|Unavailable|Low(24),32.123223,106.512131,DONGFAN|Unavailable|Unavailable|Low(24)",,Pycnonotus sinensis,"Museum of Biology,Sun Yat-sen University","SYS0002798, SYS0002799, SYS0002810",3,3
"East Trail, Borneo",Malaysia,,,4.966,117.808,no,Low(36),unavailable,"4,115,BORNEO|Unavailable|Unavailable|Low(36),1,114,BORNEO|Unavailable|Unavailable|Low(36)",,"Rubigula erythropthalmos, Pycnonotus simplex",Field1,"1_NA_5956, 1_NA_8608",2,2
East Usambara Mountains,Tanzania,,,-4.984891,38.635669,no,,,,,Eurillas virens,Field1,"1_NA_4844, 1_NA_4845, 1_NA_4846",3,4
East Usambara Mountains,Tanzania,,,-4.984891,38.635669,no,,,,,Eurillas virens,Field1,"1_NA_4847, 1_NA_4848, 1_NA_4849, 1_NA_4850, 1_NA_4851, 1_NA_4852, 1_NA_4853, 1_NA_4854, 1_NA_4855, 1_NA_4856, 1_NA_4857, 1_NA_4858, 1_NA_4859, 1_NA_4860, 1_NA_4861, 1_NA_4862, 1_NA_4863",17,4
East Usambara Mountains,United Republic of Tanzania,,,-4.984891,38.635669,yes,Low(48),,"-4.75,38.5,USAMBARA MOUNTAINS|Unavailable|Unavailable|Low(48),-4.942272,38.351798,USAMBARA|Unavailable|Unavailable|Low(38)",,"Arizelocichla masukuensis, Arizelocichla striifacies, Phyllastrephus albigula, Phyllastrephus cabanisi, Phyllastrephus fischeri, Phyllastrephus flavostriatus",Field1,"1_NA_781, 1_NA_783, 1_NA_784, 1_NA_785, 1_NA_786, 1_NA_787, 1_NA_788, 1_NA_789, 1_NA_790, 1_NA_791, 1_NA_792, 1_NA_795, 1_NA_796, 1_NA_797, 1_NA_798, 1_NA_799, 1_NA_800, 1_NA_807, 1_NA_808, 1_NA_809, 1_NA_8063, 1_NA_8055, 1_NA_8056, 1_NA_8057, 1_NA_8058, 1_NA_8059, 1_NA_8060, 1_NA_8061, 1_NA_8062, 1_NA_8086, 1_NA_8091, 1_NA_8092, 1_NA_8093, 1_NA_8094, 1_NA_8095, 1_NA_8096, 1_NA_8102, 1_NA_8103, 1_NA_8129, 1_NA_8130, 1_NA_8131, 1_NA_8132, 1_NA_8134, 1_NA_8135, 1_NA_8136, 1_NA_8137, 1_NA_8138, 1_NA_8133",48,4
"Eastern , LUNDAZI RIVER",Zambia,,,-12.063667,32.346935,yes,Low(37),,"-12.063667,32.346935,LUNDAZI|Unavailable|Unavailable|Low(37),-10.632955,28.74304,LUNDAZI|Unavailable|Unavailable|Low(37),-12.292923,33.178201,LUNDAZI|Unavailable|Unavailable|Low(37),-13.666667,32,EASTERN|Unavailable|Unavailable|Low(37),-12.3167,33.1833,LUNDAZI|Unavailable|Unavailable|Low(37),-13.666,32,EASTERN|Unavailable|Unavailable|Low(37),-12.501088,32.720744,LUNDAZI|Unavailable|Unavailable|Low(37)",,Phyllastrephus cerviniventris,ANSP,"166744, 166745, 166746",3,4
"Eastern Province, Meru, Meru",Kenya,,,0.05,37.6333,yes,Low(46),Unavailable,"0.0833,38,EASTERN PROVINCE|Unavailable|Unavailable|Low(46),0,38,EASTERN PROVINCE|Unavailable|Unavailable|Low(46),0,38,EASTERN|Unavailable|Unavailable|Low(37),0.0833,38,EASTERN|Unavailable|Unavailable|Low(37),1.714608,35.14365,MERU|Unavailable|Unavailable|Low(34),0.05,37.566667,MERU|Unavailable|Unavailable|Low(34),0.05,37.6333,MERU|Unavailable|Unavailable|Low(34),0.05,37.566,MERU|Unavailable|Unavailable|Low(34),0.046256,37.655868,MERU|Unavailable|Unavailable|Low(34)",,Stelgidillas gracilirostris,ANSP,"89131, 89132, 89133, 89134",4,3
"Eastern Province, Mwanda Peak",Zambia,,,-10.706217,33.56548,yes,Low(46),Unavailable,"-13.666667,32,EASTERN PROVINCE|Unavailable|Unavailable|Low(46),-13.666,32,EASTERN PROVINCE|Unavailable|Unavailable|Low(46),-13.666667,32,EASTERN|Unavailable|Unavailable|Low(37),-13.666,32,EASTERN|Unavailable|Unavailable|Low(37),-15.766667,23.533333,MWANDA|Unavailable|Unavailable|Low(36),-9.699542,32.558432,MWANDA|Unavailable|Unavailable|Low(36),-14.766667,23.716667,MWANDA|Unavailable|Unavailable|Low(36),-15.433333,22.883333,MWANDA|Unavailable|Unavailable|Low(36),-14.533333,23.4,MWANDA|Unavailable|Unavailable|Low(36),-12.716667,32.066667,MWANDA|Unavailable|Unavailable|Low(36),-11.411427,29.394712,MWANDA|Unavailable|Unavailable|Low(36)",,Phyllastrephus cerviniventris,ANSP,"166737, 166738, 166739",3,3
Eastern Region: Obudu Plateau,Nigeria,,,6.468836,9.344269,yes,Low(37),Unavailable,"9.166667,9.75,PLATEAU|Unavailable|Unavailable|Low(37),6.668185,9.164528,OBUDU|Unavailable|Unavailable|Low(35),6.66737,9.17157,OBUDU|Unavailable|Unavailable|Low(35),6.543865,9.053723,OBUDU|Unavailable|Unavailable|Low(35)",,Arizelocichla tephrolaema,"Louisiana State University, Museum of Natural Science",25182,1,4
"Eastern, CHINHI",Zambia,,,-12.0167,33.1500,no,Low(37),unavailable,"-13.666667,32,EASTERN|Unavailable|Unavailable|Low(37),-13.666,32,EASTERN|Unavailable|Unavailable|Low(37)",,Phyllastrephus cerviniventris,ANSP,"166740, 166741, 166742",3,4
"Fangcheng, Guangxi",China,,,21.69295,108.363358,yes,Medium(59),,"22.517421,113.365399,(g3)Guangdong|Unavailable|5000|Medium(59)",,Pycnonotus sinensis,"Museum of Biology,Sun Yat-sen University",SYS0002738,1,4
Gambari,Nigeria,,,8.266667,4.333333,no,High(82),unavailable,"8.266667,4.333333,GAMBARI|Unavailable|Unavailable|High(82)",,Phyllastrephus icterinus,University of Cambridge Museum of Zoology,UMZC 27/Pyc/10/j/1,1,2
"Gbudwe, Yambio, Ri Rangu",South Sudan,,,4.728905,28.360393,yes,Low(36),,"4.570833,28.394167,YAMBIO|Unavailable|Unavailable|Low(36)",,Atimastillas flavigula,ANSP,104489,1,2
Gleneagles Estate; Inyangani,Zimbabwe,,,-18.3083,32.9083,no,Low(40),unavailable,"-17.865833,30.905278,GLENEAGLES|Unavailable|Unavailable|Low(40),-18.295503,32.841839,INYANGANI|Unavailable|Unavailable|Low(39),-18.366667,32.75,NYANGANI|Unavailable|Unavailable|Low(25),-17.233333,30.866667,NYANGANI|Unavailable|Unavailable|Low(25),-18.215861,32.741136,INYANGA|Unavailable|Unavailable|Low(24),-18.552776,28.185194,INYANGA|Unavailable|Unavailable|Low(24),-18.25,32.733333,INYANGA|Unavailable|Unavailable|Low(24),-18.2167,32.7667,INYANGA|Unavailable|Unavailable|Low(24)",,Phyllastrephus flavostriatus,University of Cambridge Museum of Zoology,UMZC 27/Pyc/10/g/3A,1,3
Grande Comore,Comoros,,,-11.731366,43.371508,yes,High(88),,"-11.586111,43.333056,GRANDE COMORE|Unavailable|Unavailable|High(88),-11.583333,43.333333,GRANDE COMORE|Unavailable|Unavailable|High(88),-11.5833,43.3333,GRANDE COMORE|Unavailable|Unavailable|High(88)",,Hypsipetes parvirostris,"Royal Belgian Institute of Natural Sciences, Brussels","RBINS 8781, RBINS 8781 B",2,4
Guangzhou,China,,,23.116667,113.233333,no,High(84),unavailable,"23.116667,113.233333,GUANGZHOU|Unavailable|Unavailable|High(84),23.373269,113.512192,GUANGZHOU|Unavailable|Unavailable|High(84),27.381639,114.134262,GUANGZHOU|Unavailable|Unavailable|High(84),23.116667,113.25,GUANGZHOU|Unavailable|Unavailable|High(84),29.3129,117.039,GUANGZHOU|Unavailable|Unavailable|High(84),23.114299,113.257897,(g3)Guangzhou|Unavailable|12000|Medium(59)",,Pycnonotus sinensis,"Museum of Biology,Sun Yat-sen University",SYS0002750,1,4
"Gunong Inas, Larut/Bintang Range, Perak",Malaysia,,,5.499691,100.834367,yes,Low(43),Unavailable,"5.260424,100.930205,BINTANG RANGE|Unavailable|Unavailable|Low(43),5.499691,100.834367,GUNONG INAS|Unavailable|Unavailable|Low(41),3.5031,102.4339,BINTANG|Unavailable|Unavailable|Low(37),6.192983,100.346052,GUNONG|Unavailable|Unavailable|Low(36),5.983333,102.35,GUNONG|Unavailable|Unavailable|Low(36),5.9713,102.360855,GUNONG|Unavailable|Unavailable|Low(36),5,101,PERAK|Unavailable|Unavailable|Low(35),4.8,100.75,LARUT|Unavailable|Unavailable|Low(35)",,"Hemixos cinereus, Ixos mcclellandii",University of Cambridge Museum of Zoology,"UMZC 27/Pyc/6/h/15, UMZC 27/Pyc/6/h/13, UMZC 27/Pyc/6/h/14, UMZC 27/Pyc/6/l/11, UMZC 27/Pyc/6/l/10",5,3
Hainan,China,,,19,109.5,yes,High(81),Unavailable,"44.5657,129.49,HAINAN|Unavailable|Unavailable|High(81),47.232,126.979,HAINAN|Unavailable|Unavailable|High(81),19.25,109.75,HAINAN|Unavailable|Unavailable|High(81),33.0427,119.982,HAINAN|Unavailable|Unavailable|High(81),18.939444,109.484167,HAINAN|Unavailable|Unavailable|High(81),27.788646,102.307174,HAINAN|Unavailable|Unavailable|High(81),39.445452,106.891317,HAINAN|Unavailable|Unavailable|High(81),23.053864,113.223395,HAINAN|Unavailable|Unavailable|High(81),39.445452,106.891317,HAINAN|Unavailable|Unavailable|High(81),31.887878,121.179504,HAINAN|Unavailable|Unavailable|High(81),34.98,116.542,HAINAN|Unavailable|Unavailable|High(81),32.491667,120.455556,HAINAN|Unavailable|Unavailable|High(81),27.7986,102.309,HAINAN|Unavailable|Unavailable|High(81),35.81725,100.340527,HAINAN|Unavailable|Unavailable|High(81),32.494324,120.454529,HAINAN|Unavailable|Unavailable|High(81),19,109.5,HAINAN|Unavailable|Unavailable|High(81)",,Pycnonotus sinensis,"Museum of Biology,Sun Yat-sen University","SYS0002794, SYS0002773",2,4
