avonet_specimen_id,avdb_source_id,avdb_avibase_id,avdb_species_1_birdlife,avdb_species_2_ebird,avdb_species_3_birdtree,gdb_subspecies,avdb_source_type,avdb_source_code,avdb_specimen_identifier_unique,avdb_specimen_identifier_orig,avdb_country_wri,gdb_locality_edited,gdb_locality_original,avdb_sex,avdb_life_stage,avdb_wing_length,avdb_kipps_distance,avdb_secondary_1,avdb_beak_length_culmen,avdb_beak_length_nares,avdb_beak_width,avdb_gape_width,gdb_gape_size,avdb_beak_depth_nares,avdb_beak_depth_max,avdb_tail_length,avdb_tail_graduation,avdb_tarsus_length,avdb_back_toe,avdb_measurer_tag,avdb_measurer_comment,avdb_lit_abbrev
Eurillas latirostris_295,81357,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4690,1_NA,Equatorial Guinea,NULL,Oyala,female,Adult,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78,NULL,NULL,NULL,JDW,NULL,NULL
Eurillas latirostris_296,81315,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4648,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,74,NULL,NULL,NULL,JDW,NULL,NULL
Eurillas latirostris_297,81160,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4493,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77,NULL,NULL,NULL,JDW,NULL,NULL
Eurillas latirostris_298,80998,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4331,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_299,81055,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4388,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_30,81011,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4344,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76,NULL,NULL,NULL,AKW,NULL,NULL
Eurillas latirostris_300,80894,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4227,1_NA,Equatorial Guinea,NULL,Oyala,female,Adult,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,69,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_301,80967,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4300,1_NA,Equatorial Guinea,NULL,Oyala,female,Adult,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,74,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_302,80966,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4299,1_NA,Equatorial Guinea,NULL,Oyala,female,Adult,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_303,81009,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4342,1_NA,Equatorial Guinea,NULL,Oyala,male,Adult,81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_304,81001,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4334,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_305,81005,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4338,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_306,81106,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4439,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,72,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_307,81004,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4337,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,74,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_308,80881,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4214,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_309,81012,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4345,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_31,81132,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4465,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79,NULL,NULL,NULL,AKW,NULL,NULL
Eurillas latirostris_310,81003,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4336,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_311,81079,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4412,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_312,81080,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4413,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_313,81104,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4437,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_314,81031,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4364,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_315,81056,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4389,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,68,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_316,81071,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4404,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,69,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_317,81058,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4391,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_318,81064,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4397,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_319,81066,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4399,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,72,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_32,81050,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4383,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81,NULL,NULL,NULL,AKW,NULL,NULL
Eurillas latirostris_320,81062,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4395,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_321,81074,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4407,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_322,81061,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4394,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_323,81068,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4401,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_324,81103,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4436,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_325,81041,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4374,1_NA,Equatorial Guinea,NULL,Oyala,female,Adult,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_326,81019,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4352,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_327,81046,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4379,1_NA,Equatorial Guinea,NULL,Oyala,female,Adult,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_328,81105,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4438,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_329,81045,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4378,1_NA,Equatorial Guinea,NULL,Oyala,female,Adult,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_33,80925,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4258,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67,NULL,NULL,NULL,AKW,NULL,NULL
Eurillas latirostris_330,81020,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4353,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_331,81027,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4360,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_332,81022,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4355,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_333,81021,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4354,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_334,80884,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4217,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_335,81023,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4356,1_NA,Equatorial Guinea,NULL,Oyala,male,Adult,84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_336,81025,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4358,1_NA,Equatorial Guinea,NULL,Oyala,male,Adult,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_337,80997,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4330,1_NA,Equatorial Guinea,NULL,Oyala,female,Adult,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_338,81014,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4347,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_339,80974,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4307,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_34,81136,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4469,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71,NULL,NULL,NULL,AKW,NULL,NULL
Eurillas latirostris_340,81017,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4350,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_341,81018,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4351,1_NA,Equatorial Guinea,NULL,Oyala,male,Adult,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_342,81125,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4458,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_343,81008,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4341,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_344,81007,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4340,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79,NULL,NULL,NULL,JHW,NULL,NULL
Eurillas latirostris_345,80981,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4314,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82,NULL,NULL,NULL,KEB,NULL,NULL
Eurillas latirostris_346,81367,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4700,1_NA,Equatorial Guinea,NULL,Bioko Island (BBPP),female,Adult,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67,NULL,19.1,NULL,LLP,NULL,NULL
Eurillas latirostris_347,81363,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4696,1_NA,Equatorial Guinea,NULL,Bioko Island (BBPP),unknown,Adult,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67,NULL,NULL,NULL,LLP,NULL,NULL
Eurillas latirostris_348,81362,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4695,1_NA,Equatorial Guinea,NULL,Bioko Island (BBPP),unknown,Adult,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LLP,NULL,NULL
Eurillas latirostris_349,80986,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4319,1_NA,Equatorial Guinea,NULL,Bioko Island (Caldera de Luba),unknown,Adult,81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LLP,NULL,NULL
Eurillas latirostris_35,81116,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4449,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78,NULL,NULL,NULL,AKW,NULL,NULL
Eurillas latirostris_350,81075,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4408,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,72,NULL,NULL,NULL,LLP,NULL,NULL
Eurillas latirostris_351,80970,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4303,1_NA,Equatorial Guinea,NULL,Oyala,female,Adult,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70,NULL,NULL,NULL,LLP,NULL,NULL
Eurillas latirostris_352,80903,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4236,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71,NULL,NULL,NULL,LLP,NULL,NULL
Eurillas latirostris_353,80953,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4286,1_NA,Equatorial Guinea,NULL,Oyala,female,Adult,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,68,NULL,NULL,NULL,LLP,NULL,NULL
Eurillas latirostris_354,81319,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4652,1_NA,Equatorial Guinea,NULL,Altos de Nsork National Park,unknown,Adult,79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76,NULL,NULL,NULL,LLP,NULL,NULL
Eurillas latirostris_355,81341,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4674,1_NA,Equatorial Guinea,NULL,Altos de Nsork National Park,female,Adult,79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,72,NULL,NULL,NULL,LLP,NULL,NULL
Eurillas latirostris_356,81344,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4677,1_NA,Equatorial Guinea,NULL,Altos de Nsork National Park,female,Adult,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,72,NULL,NULL,NULL,LLP,NULL,NULL
Eurillas latirostris_357,80900,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4233,1_NA,Equatorial Guinea,NULL,Oyala,female,Adult,79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75,NULL,NULL,NULL,LLP,NULL,NULL
Eurillas latirostris_358,81321,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4654,1_NA,Equatorial Guinea,NULL,Altos de Nsork National Park,female,Adult,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76,NULL,NULL,NULL,LLP,NULL,NULL
Eurillas latirostris_359,80975,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4308,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76,NULL,NULL,NULL,LLP,NULL,NULL
Eurillas latirostris_36,81133,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4466,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81,NULL,NULL,NULL,AKW,NULL,NULL
Eurillas latirostris_360,80989,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4322,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77,NULL,NULL,NULL,LLP,NULL,NULL
Eurillas latirostris_361,80984,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4317,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71,NULL,NULL,NULL,LLP,NULL,NULL
Eurillas latirostris_362,81015,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4348,1_NA,Equatorial Guinea,NULL,Oyala,female,Adult,79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73,NULL,NULL,NULL,LLP,NULL,NULL
Eurillas latirostris_363,80906,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4239,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76,NULL,NULL,NULL,LLP,NULL,NULL
Eurillas latirostris_364,80993,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4326,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,74,NULL,NULL,NULL,LLP,NULL,NULL
Eurillas latirostris_365,81328,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4661,1_NA,Equatorial Guinea,NULL,Altos de Nsork National Park,female,Adult,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,66,NULL,NULL,NULL,LLP,NULL,NULL
Eurillas latirostris_366,81360,AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,NULL,field study,Field1,1_NA_4693,1_NA,Equatorial Guinea,NULL,Altos de Nsork National Park,male,Adult,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71,NULL,NULL,NULL,LLP,NULL,NULL
