COMMON_NAME,area_square_miles
Small-billed Elaenia,1058578.144
Brownish Elaenia,120297.2404
Noronha Elaenia,7.771640815
Rufous-crowned Elaenia,273804.7792
Large Elaenia,1113817.022
Slaty Elaenia,89246.82595
Swallow-tailed Kite,4846664.904
Black-shouldered Kite,2953296.593
Black-winged Kite,10256601.09
White-tailed Kite,4834862.698
Letter-winged Kite,280874.0248
Sri Lanka Bush Warbler,1469.551194
White-breasted Tapaculo,175560.8557
Bahia Tapaculo,2005.698914
Sickle-winged Nightjar,836602.7245
White-winged Nightjar,1179.853552
White-tailed Blue Flycatcher,761098.9389
White-bellied Crested-Flycatcher,86812.29642
White-tailed Crested-Flycatcher,349526.7099
African Blue Flycatcher,1509997.746
Dusky Crested-Flycatcher,939692.9397
Black-fronted Dotterel,2839566.81
White-tailed Emerald,3705.758544
Coppery-headed Emerald,2016.702516
Brown-rumped Bunting,539614.3718
Cabanis's Bunting,1100912.751
Corn Bunting,2230401.089
Cape Bunting,509918.8556
Rock Bunting,1273896.035
Meadow Bunting,4007741.029
Cirl Bunting,839153.6441
Yellowhammer,3870030.471
Yellow-throated Bunting,603567.882
Golden-breasted Bunting,2690777.427
Chestnut-eared Bunting,429211.8798
Godlewski's Bunting,2244881.166
Gosling's Bunting,959419.5343
Lark-like Bunting,639913.9483
Tibetan Bunting,51146.05087
Crested Bunting,1409487.637
Pine Bunting,195811.2847
Somali Bunting,482701.2466
House Bunting,534013.5022
Reed Bunting,2867063.469
Socotra Bunting,243.5634074
Striolated Bunting,1030572.858
Cinnamon-breasted Bunting,1580307.303
Duida Grass-Finch,52.94985396
Lesser Grass-Finch,250753.9202
Pale-throated Pampa-Finch,33265.88424
Great Pampa-Finch,1056178.295
Painted Firetail,500371.0172
Gray-capped Warbler,243876.6973
Pine Flycatcher,185418.3158
Pacific-slope Flycatcher,1252.878763
Variegated Flycatcher,2987855.068
Austral Parakeet,220884.0194
Slender-billed Parakeet,49038.16488
Black-backed Forktail,355701.8625
White-crowned Forktail,2380922.41
Spotted Forktail,633397.0482
Chestnut-naped Forktail,426677.8367
Slaty-backed Forktail,942830.161
Little Forktail,1281597.445
Sunda Forktail,39908.05044
Fiery-browed Myna,29825.41185
Sword-billed Hummingbird,153777.2166
Black Solitaire,8115.039035
White-eared Solitaire,79896.56459
Blue-faced Honeyeater,773769.8806
Galah,2706438.587
Japanese Grosbeak,46141.23181
Eastern Yellow Robin,453412.6794
Western Yellow Robin,226935.2603
Red Lory,11100.73044
Red-and-blue Lory,393.185593
Blue-streaked Lory,1396.352142
Blue-eared Lory,158.326082
Violet-necked Lory,12360.99304
Black-necked Stork,2109119.462
Saddle-billed Stork,4274730.706
Black Sicklebill,31141.65263
Brown Sicklebill,52143.86706
Madeira Antwren,302893.6377
Rufous-tailed Antwren,644105.8521
Checker-throated Antwren,108548.1886
Brown-bellied Antwren,422428.9144
Rufous-backed Antwren,850161.0937
White-eyed Antwren,813337.9641
Ornate Antwren,301042.9151
Foothill Antwren,48017.61332
White-fronted Chat,1029738.053
Orange Chat,2165989.386
Yellow Chat,841577.2068
Crimson Chat,672375.026
Dunn's Lark,704802.8396
Black-necked Eremomela,410456.4603
Rufous-crowned Eremomela,1270274.482
Green-backed Eremomela,870554.0034
Yellow-vented Eremomela,345068.6393
Yellow-rumped Eremomela,104832.3466
Yellow-bellied Eremomela,3190012.84
Senegal Eremomela,1142962.99
Greencap Eremomela,1763778.21
Turner's Eremomela,1021.030547
Burnt-neck Eremomela,552491.5628
Horned Lark,4818059.58
Temminck's Lark,549156.3777
Black-eared Sparrow-Lark,248181.07
Ashy-crowned Sparrow-Lark,1145421.892
Madagascar Lark,228231.8557
Fischer's Sparrow-Lark,331800.2705
Chestnut-backed Sparrow-Lark,2942594.777
Black-crowned Sparrow-Lark,3026327.599
Chestnut-headed Sparrow-Lark,374833.8453
Gray-backed Sparrow-Lark,1176945.899
Emerald-bellied Puffleg,26387.74768
Coppery-bellied Puffleg,19197.82559
Black-thighed Puffleg,9473.074058
Blue-capped Puffleg,22062.63054
Gorgeted Puffleg,17.06953706
Sapphire-vented Puffleg,14655.61543
Colorful Puffleg,13.10870412
Golden-breasted Puffleg,13450.10631
Black-breasted Puffleg,30.08867174
Glowing Puffleg,37780.4164
European Robin,1340165.072
White-bellied Erpornis,1401324.189
Yellow Flycatcher,71477.75549
Livingstone's Flycatcher,437555.0549
Chestnut-capped Flycatcher,836457.5604
Red-kneed Dotterel,1973405.263
Blue-banded Pitta,82644.42501
Sangihe Pitta,215.1295577
Sulawesi Pitta,67554.56222
Sula Pitta,2098.050924
Blue-breasted Pitta,111728.5473
New Britain Pitta,14050.54897
Garnet Pitta,329337.8927
Whiskered Pitta,13730.44946
Papuan Pitta,267570.1181
Louisiade Pitta,114.0278242
New Ireland Pitta,3271.68408
Siao Pitta,74.74399329
South Moluccan Pitta,10519.55763
North Moluccan Pitta,9687.103665
Tabar Pitta,110.0655875
Black-crowned Pitta,15877.35342
Chestnut-shouldered Goshawk,58844.13851
Red Goshawk,414992.5502
Red-eared Parrotfinch,4539.634331
Tawny-breasted Parrotfinch,113737.2009
Pink-billed Parrotfinch,1857.763251
Papuan Parrotfinch,69588.35597
Fiji Parrotfinch,6568.607345
Pin-tailed Parrotfinch,612132.8296
Red-throated Parrotfinch,6378.591376
Blue-faced Parrotfinch,331579.9611
Tricolored Parrotfinch,14099.55347
Green-faced Parrotfinch,41051.83248
Beach Thick-knee,852216.0296
Great Thick-knee,1146564.93
Common Waxbill,2278991.66
Black-headed Waxbill,256797.0439
Black-cheeked Waxbill,289049.028
Black-faced Waxbill,795769.7817
Kandt's Waxbill,43681.36858
Orange-cheeked Waxbill,1441055.259
Black-lored Waxbill,10950.48309
Black-crowned Waxbill,469151.7777
Fawn-breasted Waxbill,765726.0059
Black-tailed Waxbill,399974.5758
Anambra Waxbill,16964.65882
Crimson-rumped Waxbill,475697.4574
Arabian Waxbill,33249.41891
Cinderella Waxbill,33824.18971
Black-rumped Waxbill,757779.6349
Red-headed Barbet,90541.58367
Lemon-throated Barbet,245806.2049
Scarlet-hooded Barbet,68589.45086
Versicolored Barbet,48503.94627
Rufous-rumped Antwren,87738.3187
Chestnut-shouldered Antwren,491121.8351
Yellow-rumped Antwren,9374.972739
Ash-winged Antwren,832277.5752
Gray-headed Tanager,2213853.448
White Ibis,464957.4978
Scarlet Ibis,315170.1844
Elegant Crested-Tinamou,576688.9557
Quebracho Crested-Tinamou,110298.2502
Pacific Koel,411227.9026
Asian Koel,2639193.938
Little Penguin,97732.41133
Garnet Robin,47214.85847
Ochre-flanked Tapaculo,47945.17534
Wattled Ploughbill,34257.41157
Green-throated Carib,3216.918937
Purple-throated Carib,2017.745305
Moluccan Scrubfowl,19046.66244
Turquoise-browed Motmot,93596.56997
Buru Jungle-Flycatcher,1579.910828
Nilgiri Flycatcher,12667.83981
Indigo Flycatcher,19733.28999
Turquoise Flycatcher,67113.32487
Dull-blue Flycatcher,2256.401705
Verditer Flycatcher,1640474.509
Orangequit,4255.517775
Horned Parakeet,318.9982603
Ouvea Parakeet,59.10234779
African Silverbill,1476765.014
Indian Silverbill,1278692.79
Malaysian Rail-babbler,425957.4879
Swallow-tailed Hummingbird,1773790.579
Brewer's Blackbird,629290.4479
Blue-capped Hummingbird,1569.057134
Black-bellied Hummingbird,5536.020374
White-tailed Hummingbird,1530.252092
Golden-sided Euphonia,491322.5663
Green-throated Euphonia,287804.1941
Golden-bellied Euphonia,2115314.402
Velvet-fronted Euphonia,10178.21341
Golden-rumped Euphonia,1046852.436
Elegant Euphonia,184696.2656
Finsch's Euphonia,126382.4422
Fulvous-vented Euphonia,76608.0609
Olive-backed Euphonia,126099.9054
Yellow-throated Euphonia,246033.3229
Spot-crowned Euphonia,5741.177898
Jamaican Euphonia,4255.517775
Thick-billed Euphonia,1723922.297
Yellow-crowned Euphonia,43082.80776
Bronze-green Euphonia,74725.08931
White-vented Euphonia,1988395.483
Chestnut-bellied Euphonia,525577.0095
Plumbeous Euphonia,352684.9046
Rufous-bellied Euphonia,1702530.555
Orange-crowned Euphonia,36709.85857
Trinidad Euphonia,235587.8975
Violaceous Euphonia,1900322.128
Yellow-crowned Bishop,1196268.118
White-winged Widowbird,994293.8077
Red-collared Widowbird,1228831.868
Golden-backed Bishop,16736.78014
Fan-tailed Widowbird,915655.4713
Yellow Bishop,1019197.919
Fire-fronted Bishop,86631.03298
Northern Red Bishop,1253301.514
Black Bishop,95215.03145
Marsh Widowbird,286201.2015
Black-winged Bishop,1970648.275
Jackson's Widowbird,41677.51983
Yellow-mantled Widowbird,1541810.823
Zanzibar Red Bishop,65681.55806
Southern Red Bishop,1146172.591
Long-tailed Widowbird,269445.8765
Buff-shouldered Widowbird,13464.54836
Blue Bustard,102256.3671
White-bellied Bustard,1886805.67
Peach-fronted Parakeet,2225772.823
Cactus Parakeet,461476.0144
Orange-fronted Parakeet,104108.9247
Olive-throated Parakeet,4255.517775
Brown-throated Parakeet,566557.0083
Eared Quetzal,130566.5697
Ansorge's Greenbul,717559.8675
Plain Greenbul,1352374.244
Gray Greenbul,1371472.148
Yellow-whiskered Greenbul,1421731.938
Little Greenbul,2226639.51
White-crowned Shrike,587277.1075
White-rumped Shrike,708496.0331
Archbold's Nightjar,28799.86787
Spotted Nightjar,2704786.735
Diabolical Nightjar,1131.114507
White-throated Nightjar,232754.5268
Solomons Nightjar,9283.064553
Papuan Nightjar,194154.6935
Helmet Vanga,6272.477795
Banded Broadbill,48677.54143
Black-and-yellow Broadbill,435831.5921
Kopje Warbler,105813.5423
Sunbittern,3252204.035
Azure Roller,7989.798727
Broad-billed Roller,5131283.424
Blue-throated Roller,1091879.87
Dollarbird,2280117.574
Tawny-crowned Pygmy-Tyrant,2398297.704
Rufous-sided Pygmy-Tyrant,945135.8241
Dusky Twinspot,55411.0392
Dybowski's Twinspot,299937.313
White-tipped Sicklebill,118382.3319
Buff-tailed Sicklebill,142122.9356
Cerulean Paradise-Flycatcher,5.752273606
Madagascar Serpent-Eagle,13305.23789
Spruce Grouse,2329148.804
Siberian Grouse,267238.3579
Fox Kestrel,2040939.802
Seychelles Kestrel,85.80447226
Gray Kestrel,2836168.17
Brown Falcon,3194406.01
Lanner Falcon,6908464.825
Australian Kestrel,2967198.122
Saker Falcon,865503.1851
Red-necked Falcon,1222618.223
Merlin,919323.6197
African Hobby,2871359.076
Orange-breasted Falcon,1283067.364
Dickinson's Kestrel,1453961.295
Taita Falcon,193459.3906
Aplomado Falcon,4660143.659
Gray Falcon,2072094.538
Laggar Falcon,985706.7269
Australian Hobby,2994026.431
Prairie Falcon,1465747.147
Spotted Kestrel,180091.104
Lesser Kestrel,171179.9501
Madagascar Kestrel,228183.7096
New Zealand Falcon,57345.05803
Mauritius Kestrel,60.82986407
Greater Kestrel,1232242.542
Gyrfalcon,2689123.888
Oriental Hobby,1339138.684
American Kestrel,7632457.604
Eurasian Hobby,65007.67049
Black Falcon,2282035.375
Eurasian Kestrel,11758389.12
Banded Kestrel,159032.3562
Sickle-billed Vanga,116496.6764
Crested Shrike-tit,379607.8307
Zapata Wren,811.7869951
Lompobattang Flycatcher,316.2873509
Cinnamon-chested Flycatcher,10294.07518
Cryptic Flycatcher,7977.239217
Furtive Flycatcher,4646.429811
Rufous-chested Flycatcher,145898.5756
Sumba Flycatcher,4132.206257
Damar Flycatcher,75.82327011
Pygmy Flycatcher,317170.3667
Snowy-browed Flycatcher,895138.8921
Bundok Flycatcher,33994.98115
Black-and-orange Flycatcher,8244.600769
Tanimbar Flycatcher,294.0633481
Rufous-throated Flycatcher,44079.57017
Sapphire Flycatcher,541241.2169
Rufous-gorgeted Flycatcher,737577.1511
Black-banded Flycatcher,2251.131162
Slaty-blue Flycatcher,196878.6091
Little Pied Flycatcher,1204173.19
Black Jacobin,258584.1541
Black-backed Water-Tyrant,2169119.168
Masked Water-Tyrant,1406215.511
Pied Water-Tyrant,640318.0741
Black-faced Antthrush,2206748.725
Rufous-capped Antthrush,2695768.8
Rufous-breasted Antthrush,79664.8443
Black-hooded Antwren,50.70610994
Sincora Antwren,1357.856315
White-fringed Antwren,1943194.544
Black-bellied Antwren,1023029.105
Rusty-backed Antwren,1579498.021
Serra Antwren,80996.90885
Pacific Parrotlet,56835.59348
Spectacled Parrotlet,124084.474
Mexican Parrotlet,44609.81054
Dusky-billed Parrotlet,1100438.411
Green-rumped Parrotlet,409425.3423
Blue-winged Parrotlet,2232167.355
Red-headed Fody,396.1596388
Rodrigues Fody,1.868242112
Red Fody,228121.9399
Forest Fody,49202.17899
Mauritius Fody,4.579863463
Seychelles Fody,0.965637014
Eastern Wattled-Honeyeater,1628.274309
Western Wattled-Honeyeater,4341.065624
Northern Wattled-Honeyeater,2384.674756
Black Francolin,1151512.32
Swamp Francolin,70727.83937
Painted Francolin,600053.8324
Chinese Francolin,800087.9251
Gray Francolin,1305367.507
Ashy Flycatcher,2901010.619
White-browed Forest-Flycatcher,1339044.243
Gray-throated Tit-Flycatcher,958026.1661
Chapin's Flycatcher,14442.05713
African Forest-Flycatcher,1268653.654
Olivaceous Flycatcher,491351.3919
Gray Tit-Flycatcher,3035175.292
Tessmann's Flycatcher,78253.47452
Tufted Puffin,137818.6847
Undulated Antshrike,670152.3446
Black-throated Antshrike,489151.8893
Ascension Frigatebird,984158.9261
Lesser Frigatebird,36547091.83
White-bellied Storm-Petrel,29286395.21
New Zealand Storm-Petrel,617361.8358
Common Chaffinch,2390065.461
Brambling,50637.27494
Blue Chaffinch,135.1116079
Hawaiian Coot,443.3971224
American Coot,1969481.108
Slate-colored Coot,229573.1065
Red-gartered Coot,1055337.313
Eurasian Coot,6022252.245
Horned Coot,86279.89905
Red-knobbed Coot,2043030.385
Giant Coot,206379.0416
White-winged Coot,1174306.724
Red-fronted Coot,484935.2145
Northern Fulmar,11154456.8
Southern Fulmar,37594359.32
Gray-hooded Fulvetta,376188.5932
Indochinese Fulvetta,10267.60477
Taiwan Fulvetta,3317.621788
Streak-throated Fulvetta,92437.70334
Spectacled Fulvetta,213312.277
Chinese Fulvetta,165104.8772
White-browed Fulvetta,216022.5786
Crested Hornero,262370.0249
Wing-banded Hornero,761141.4206
Pale-legged Hornero,1846745.905
Lesser Hornero,123223.5871
Rufous Hornero,2386703.769
Pale-billed Hornero,33810.9336
Collared Nightjar,87403.83338
White-eared Jacamar,185219.6584
Purus Jacamar,317030.2576
Yellow-billed Jacamar,726395.769
Purplish Jacamar,315274.3909
Bluish-fronted Jacamar,459029.7002
Blue-cheeked Jacamar,1044417.583
Paradise Jacamar,2287218.72
Green-tailed Jacamar,744262.7176
Bronzy Jacamar,1154986.645
Rufous-tailed Jacamar,2937045.221
White-chinned Jacamar,374295.2809
Crested Lark,9360416.415
Tawny Lark,321562.9262
Large-billed Lark,267492.8633
Malabar Lark,82259.28316
Sun Lark,1254555.381
Thekla's Lark,876620.8907
Luzon Bleeding-heart,41457.3449
Sulu Bleeding-heart,226.0623551
Mindoro Bleeding-heart,183.4862911
Cinnamon Ground-Dove,282423.7021
Sulawesi Ground-Dove,66070.77129
Watercock,2074065.38
Puna Snipe,300322.5754
Wilson's Snipe,691616.381
Common Snipe,182492.0333
Jameson's Snipe,101004.0841
Madagascar Snipe,84942.35971
African Snipe,2165823.498
Noble Snipe,100257.2036
South American Snipe,5925290.212
Solitary Snipe,1543095.98
Fuegian Snipe,127593.5903
Giant Snipe,998207.4757
Lesser Moorhen,4532012.819
Eurasian Moorhen,10423239.06
Common Gallinule,4232453.37
Dusky Moorhen,1462291.306
Weka,14783.37281
Calayan Rail,26.221905
New Caledonian Rail,0.37733024
Sri Lanka Spurfowl,14548.25026
Painted Spurfowl,536827.9024
Red Spurfowl,454044.3492
Red Junglefowl,1967064.825
Sri Lanka Junglefowl,21467.6604
Gray Junglefowl,397761.6504
Green Junglefowl,72470.98695
Pearl Kite,3963758.578
White-hooded Babbler,175173.0067
Collared Babbler,183878.4751
Gray-backed Storm-Petrel,10979048.28
Orange-breasted Laughingthrush,3104.446891
Sumatran Laughingthrush,25905.87216
Bare-headed Laughingthrush,9784.72414
Chinese Hwamei,721243.537
Rufous-cheeked Laughingthrush,43641.38035
Ashy-headed Laughingthrush,6066.218735
Cambodian Laughingthrush,483.1922781
White-crested Laughingthrush,662243.1045
Black Laughingthrush,16053.29753
Gray Laughingthrush,280200.1041
Spot-breasted Laughingthrush,192529.682
Black-hooded Laughingthrush,9339.002386
Lesser Necklaced Laughingthrush,963993.0618
Sunda Laughingthrush,49838.92403
Masked Laughingthrush,527813.5976
Rufous-fronted Laughingthrush,1842.34701
White-necked Laughingthrush,95457.52527
Taiwan Hwamei,9224.13764
Eurasian Jay,7512820.039
Black-headed Jay,124509.7275
Lidth's Jay,314.7951944
Mangrove Honeyeater,16701.41805
Varied Honeyeater,62510.02774
Singing Honeyeater,2821120.632
Pale-headed Woodpecker,289692.9886
Bamboo Woodpecker,72437.84362
Striated Earthcreeper,35907.19798
Greater Roadrunner,1161393.641
Lesser Roadrunner,199654.1818
Ground Woodpecker,298840.0145
Red-cheeked Parrot,306334.9923
Singing Parrot,30414.644
Blue-collared Parrot,96997.1862
Black-eared Ground-Thrush,63463.01076
Orange-headed Thrush,1125364.59
Crossley's Ground-Thrush,30656.16759
Chestnut-backed Thrush,5437.814176
Buru Thrush,3302.838471
Rusty-backed Thrush,60937.1896
Orange Ground-Thrush,162651.747
Spotted Ground-Thrush,14995.52301
Chestnut-capped Thrush,260443.5513
Seram Thrush,7216.802982
Enggano Thrush,154.4585186
Red-and-black Thrush,3012.262289
Oberländer's Ground-Thrush,20257.11618
Orange-banded Thrush,12547.65709
Abyssinian Ground-Thrush,126679.6704
Gray Ground-Thrush,175088.5435
Slaty-backed Thrush,1354.692662
Spot-winged Thrush,4404.913481
Diamond Dove,2202139.125
Bar-shouldered Dove,1065044.702
Barred Dove,32922.84352
Peaceful Dove,2151599.711
Zebra Dove,404584.099
Spinifex Pigeon,532818.2632
Squatter Pigeon,368196.1009
Partridge Pigeon,18186.433
Thick-billed Miner,19916.40881
Common Miner,1124436.501
Grayish Miner,61158.41725
Coastal Miner,21105.3979
Campo Miner,562534.2385
Puna Miner,147822.752
Rufous-banded Miner,292582.238
Dark-winged Miner,17278.70611
Slender-billed Miner,240293.547
Genovesa Ground-Finch,5.939457773
Española Ground-Finch,24.75452777
Sharp-beaked Ground-Finch,496.7324548
Medium Ground-Finch,2972.923209
Small Ground-Finch,3205.432206
Large Ground-Finch,2864.780358
Genovesa Cactus-Finch,5.939457773
Vampire Ground-Finch,0.935864106
Ash-breasted Sierra-Finch,367031.5433
Plumbeous Sierra-Finch,524440.9235
Belding's Yellowthroat,1474.911856
Hooded Yellowthroat,45248.3895
Bahama Yellowthroat,3383.843677
Olive-crowned Yellowthroat,44642.03329
Common Yellowthroat,478014.8581
Gray-fronted Quail-Dove,8982.968024
Key West Quail-Dove,80219.99385
White-fronted Quail-Dove,1864.165248
Ruddy Quail-Dove,5116260.516
Purple Quail-Dove,22079.03088
Sapphire Quail-Dove,219761.576
Crested Quail-Dove,4255.517775
Violaceous Quail-Dove,575445.7804
Black-chested Buzzard-Eagle,2628552.835
Variable Hawk,1222198.156
Crane Hawk,5534235.181
Southern Bald Ibis,79889.66282
Northern Bald Ibis,222.6015707
Chatham Island Gerygone,305.023801
Green-backed Gerygone,389745.1125
Yellow-bellied Gerygone,215348.8488
Rufous-sided Gerygone,2704.546692
Fan-tailed Gerygone,10948.90778
Western Gerygone,1060842.375
