COMMON_NAME,area_square_miles
Visayan Fantail,11010.26453
Spot-breasted Fantail,549375.0149
Friendly Fantail,57333.52923
Black Fantail,69132.49463
White-browed Fantail,1662926.997
Dimorphic Fantail,50648.91264
Cockerell's Fantail,10504.66896
Blue-headed Fantail,32199.78456
Bismarck Fantail,4808.97965
Streak-breasted Fantail,1229.072123
Brown-capped Fantail,11793.59417
Brown Fantail,735.7024127
Arafura Fantail,150889.0695
White-bellied Fantail,3286.857712
New Zealand Fantail,103278.7922
Chestnut-bellied Fantail,179842.5222
Malaysian Pied-Fantail,615476.928
Pohnpei Fantail,135.5917786
Palau Fantail,170.9564218
Willie-wagtail,3241516.25
White-bellied Thicket-Fantail,218279.5083
Black Thicket-Fantail,53100.67568
Malaita Fantail,7.873238896
Samoan Fantail,754.9642975
Philippine Pied-Fantail,92407.99241
Black-and-cinnamon Fantail,3475.185506
Long-tailed Fantail,1205.421045
Spotted Fantail,496912.5775
Mangrove Fantail,123388.1954
Rufous-tailed Fantail,3193.243595
Rennell Fantail,260.7970434
Rufous-backed Fantail,188856.8133
Rufous Fantail,325535.4719
Northern Fantail,12053.81099
Visayan Blue-Fantail,9010.941834
Tablas Fantail,261.7036986
Mindanao Blue-Fantail,35693.37766
Tawny-backed Fantail,1004.484649
Dusky Fantail,1288.818264
Sulawesi Fantail,25730.26031
Sooty Thicket-Fantail,229483.925
Streaked Fantail,6918.940831
Long-billed Partridge,499075.2098
Rosy Thrush-Tanager,63423.39402
Pink-headed Duck,0.378143692
Crimson-winged Finch,676170.0041
Rosy-patched Bushshrike,712371.8451
Oasis Hummingbird,117993.1441
Crimson-breasted Finch,37059.89189
Desert Finch,1160905.848
Star-throated Antwren,193408.8006
Dark-fronted Babbler,88723.67036
Tarim Babbler,163451.5665
Beijing Babbler,522427.475
Fulvous-breasted Flatbill,76019.8532
Olivaceous Flatbill,1083494.645
Pacific Flatbill,40881.23503
Tumbes Sparrow,18917.34019
Stripe-capped Sparrow,256480.5142
Golden-winged Grosbeak,1398.611304
Huayco Tinamou,43696.94129
Red-winged Tinamou,2190810.878
Kagu,518.0493613
Knobbed Hornbill,63523.44994
Sumba Hornbill,4133.023168
Narcondam Hornbill,2.513742317
Plain-pouched Hornbill,27907.27386
Wreathed Hornbill,1245184.2
Pale-bellied Mourner,554163.0703
Grayish Mourner,2848039.867
Aztec Thrush,129650.4147
Solomons Frogmouth,6447.101659
Gray-throated Martin,1422552.034
Congo Martin,49507.05732
Pale Sand Martin,40289.51041
Plain Martin,2709920.567
Red-legged Kittiwake,72016.02557
Black-legged Kittiwake,416030.5043
Cordillera Ground-Warbler,2069.862519
Bicol Ground-Warbler,5029.844981
Sierra Madre Ground-Warbler,6737.052029
Titicaca Grebe,18873.45562
White-tufted Grebe,1867911.358
Crested Partridge,547737.9231
Roraiman Barbtail,27626.97487
Australian Painted-Snipe,537127.3444
Greater Painted-Snipe,9325601.201
Snail Kite,4129297.824
Rouget's Rail,133143.2246
Gough Island Finch,24.76494868
Long-billed White-eye,135.5798871
Truk White-eye,13.1941452
Andean Cock-of-the-rock,99425.11803
Guianan Cock-of-the-rock,798295.8243
Indian Skimmer,353042.2091
African Skimmer,3752328.614
Black Skimmer,5304829.591
Secretarybird,5414515.414
Black-crested Antshrike,628079.7268
Silvery-cheeked Antshrike,440550.8311
Glossy Antshrike,624872.9204
Rock Wren,1150117.698
African Spotted Creeper,980935.1451
Indian Spotted Creeper,367699.8875
Lesser Antillean Saltator,1541.317875
Black-winged Saltator,42569.47631
Golden-billed Saltator,955272.071
Masked Saltator,28016.20123
Grayish Saltator,3162684.234
Black-throated Grosbeak,313412.8867
Thick-billed Saltator,168681.9702
Buff-throated Saltator,3685174.772
Black-cowled Saltator,10241.47457
Orinocan Saltator,158625.1106
Green-winged Saltator,1460425.194
Streaked Saltator,343255.7629
Salvadori's Teal,131051.3543
Red-tailed Comet,158197.6636
Red-headed Vulture,836575.5196
Coleto,98011.26493
King Vulture,5505890.427
Knob-billed Duck,7218344.125
Comb Duck,3737816.668
Striped Flufftail,202403.8141
White-winged Flufftail,166.4871325
Buff-spotted Flufftail,2721158.259
Madagascar Flufftail,111826.0599
Chestnut-headed Flufftail,73080.07836
White-spotted Flufftail,1789738.784
Red-chested Flufftail,1699828.185
Slender-billed Flufftail,4751.009889
Rufous Piculet,447740.9855
White-browed Piculet,585152.0761
Yellow-browed Tyrant,2537512.483
Saunders's Gull,8606.148368
Pied Bushchat,2626915.407
Fuerteventura Stonechat,486.6074557
Gray Bushchat,1300259.025
Timor Bushchat,11618.27138
Jerdon's Bushchat,151424.8719
White-tailed Stonechat,310291.0559
Reunion Stonechat,981.1335126
African Stonechat,3630815.048
Eastern Phoebe,383695.0632
Say's Phoebe,496803.4664
White-throated Tapaculo,40253.88117
Chucao Tapaculo,104852.1194
Tooth-billed Bowerbird,1929.626318
Mrs. Moreau's Warbler,2606.140122
Rufous Vanga,157562.7537
Foothill Schiffornis,16227.33253
Varzea Schiffornis,1212918.557
Olivaceous Schiffornis,533856.9065
Russet-winged Schiffornis,175233.0024
Brown-winged Schiffornis,2157402.963
Northern Schiffornis,211984.6003
Greenish Schiffornis,641913.7392
White-throated Wedgebill,36198.53424
Geoffroy's Wedgebill,210881.774
Black-faced Tanager,2498899.443
Cinnamon Tanager,931404.2658
Sierra Leone Prinia,6708.662875
White-chinned Prinia,917816.3062
Fan-tailed Grassbird,1019085.741
Broad-tailed Grassbird,15367.35711
Chotoy Spinetail,990669.0843
Dusky Fulvetta,512664.2034
Rufous-winged Fulvetta,455622.8964
Yellow-throated Fulvetta,80682.82959
Rusty-capped Fulvetta,574936.5458
Black-crowned Fulvetta,3638.377647
Rufous-throated Fulvetta,171763.178
Scarce Swift,148573.2785
Schouteden's Swift,5248.331792
Zimmer's Antbird,81518.80898
Chestnut-tailed Antbird,966739.3168
Finch-billed Myna,54814.87214
Silvered Antbird,2008822.307
Gray-winged Francolin,169064.6456
Finsch's Francolin,117542.7978
Orange River Francolin,572640.7573
Red-winged Francolin,321318.9413
Moorland Francolin,18176.02332
Shelley's Francolin,490916.0934
Ring-necked Francolin,83578.71412
Gray-throated Leaftosser,201793.9944
Black-tailed Leaftosser,2126911.061
Scaly-throated Leaftosser,161079.3971
Tawny-throated Leaftosser,2456382.394
Short-billed Leaftosser,2054382.523
Rufous-breasted Leaftosser,817627.3521
Bukidnon Woodcock,3213.630995
Sulawesi Woodcock,8480.86036
American Woodcock,465725.8605
Amami Woodcock,873.9539338
Moluccan Woodcock,111.7164056
New Guinea Woodcock,44257.34402
Eurasian Woodcock,179549.4731
Javan Woodcock,7047.996618
Hamerkop,7676190.521
Scrub Warbler,1579493.585
Vermiculated Fishing-Owl,1291105.988
Pel's Fishing-Owl,1795100.465
Rufous Fishing-Owl,138367.1796
Tschudi's Tapaculo,12631.98729
Ancash Tapaculo,5935.412579
Neblina Tapaculo,12833.01577
White-crowned Tapaculo,72384.58853
Bolivian Tapaculo,24816.31074
Paramillo Tapaculo,362.8663983
Caracas Tapaculo,2021.574124
Choco Tapaculo,10004.35628
Diamantina Tapaculo,8172.747557
Rufous-vented Tapaculo,32195.55643
Dusky Tapaculo,44709.13813
Junin Tapaculo,49.21972018
Boa Nova Tapaculo,1683.455773
Pale-bellied Tapaculo,9232.451085
Marsh Tapaculo,1988.318692
Brown-rumped Tapaculo,3959.796583
Blackish Tapaculo,83562.87127
Large-footed Tapaculo,15522.18824
Magellanic Tapaculo,175360.3053
Merida Tapaculo,7990.628401
Long-tailed Tapaculo,17529.22196
Brasilia Tapaculo,45768.36805
Paramo Tapaculo,27754.27021
Planalto Tapaculo,17993.90866
Chusquea Tapaculo,1639.177002
Trilling Tapaculo,45282.46291
Perija Tapaculo,419.8313074
Rock Tapaculo,17862.44182
Ecuadorian Tapaculo,438.4664008
Magdalena Tapaculo,192.9652627
Santa Marta Tapaculo,1747.126007
Diademed Tapaculo,14761.12474
Puna Tapaculo,11549.10856
Mouse-colored Tapaculo,96435.33474
Spillmann's Tapaculo,33036.37499
White-browed Tapaculo,20505.19679
Unicolored Tapaculo,1910.297402
Vilcabamba Tapaculo,965.5473435
Nariño Tapaculo,6491.306548
Zimmer's Tapaculo,20598.51129
Channel-billed Cuckoo,167000.4309
Scintillant Hummingbird,3638.067587
Gould's Toucanet,741223.0645
Spot-billed Toucanet,359381.2717
Tawny-tufted Toucanet,339474.2464
Guianan Toucanet,421073.6227
Golden-collared Toucanet,197941.8584
Yellow-eared Toucanet,59160.12247
Twelve-wired Bird-of-Paradise,128095.8857
Standardwing Bird-of-Paradise,5143.799372
Prong-billed Barbet,6129.068134
Toucan Barbet,17234.19378
Juan Fernandez Firecrown,3.12200618
Green-backed Firecrown,97320.4939
Gray-green Scrubwren,70004.14522
Tropical Scrubwren,95259.98447
Yellow-throated Scrubwren,65255.02176
White-browed Scrubwren,649608.8843
Tasmanian Scrubwren,16099.73282
Atherton Scrubwren,9540.828258
Large-billed Scrubwren,104510.1961
Large Scrubwren,51193.51725
Papuan Scrubwren,33431.09412
Buff-faced Scrubwren,47277.85251
Vogelkop Scrubwren,3230.853105
Pale-billed Scrubwren,109343.3728
White-capped Tanager,39869.62453
Flame Bowerbird,13775.96242
Regent Bowerbird,34601.84357
Silver-breasted Broadbill,477030.2633
Black-headed Canary,196198.2373
Island Canary,4062.58232
Cape Canary,237645.0511
Yellow-crowned Canary,124952.0093
Ethiopian Siskin,44377.98442
Fire-fronted Serin,708032.1668
European Serin,686633.7695
River Tyrannulet,215387.6227
Sooty Tyrannulet,1413733.779
White-crested Tyrannulet,2148022.074
Little Nightjar,2621352.089
Roraiman Nightjar,17642.96164
Adelaide's Warbler,3445.205799
Elfin-woods Warbler,52.24669163
St. Lucia Warbler,238.3666148
Prairie Warbler,34025.78797
Yellow-throated Warbler,51532.63985
Bahama Warbler,999.1205283
Hermit Warbler,8722.73173
Yellow Warbler,242655.4725
Arrowhead Warbler,4255.517775
Pine Warbler,360936.6849
Tropical Parula,3181490.382
Plumbeous Warbler,925.6229736
Barbuda Warbler,59.43206893
Townsend's Warbler,9581.82886
Hook-billed Bulbul,299350.2725
Equatorial Akalat,53007.83319
Rubeho Akalat,213.2846113
Bocage's Akalat,227564.5094
Lowland Akalat,415283.5007
Gabela Akalat,369.890057
East Coast Akalat,22425.27866
Iringa Akalat,2587.496889
Usambara Akalat,359.0236724
Sharpe's Akalat,35887.91076
Mountain Bluebird,369717.7608
Eastern Bluebird,1116176.162
Greater Yellow-Finch,52410.05978
Stripe-tailed Yellow-Finch,592207.552
Orange-fronted Yellow-Finch,712153.9298
Saffron Finch,3123784.241
Patagonian Yellow-Finch,161615.2195
Puna Yellow-Finch,128656.8063
Citron-headed Yellow-Finch,30532.60715
Grassland Yellow-Finch,1060331.888
Monte Yellow-Finch,71736.56373
Greenish Yellow-Finch,297286.0669
Raimondi's Yellow-Finch,26228.47505
Sulphur-throated Finch,15999.35185
Ashy-throated Parrotbill,71737.12932
Brown-winged Parrotbill,48338.39598
Spectacled Parrotbill,106912.7122
Rusty-throated Parrotbill,12636.46699
Vinous-throated Parrotbill,1678420.973
Gray-hooded Parrotbill,15942.5614
Least Pauraque,7217.435607
Stub-tailed Antbird,21525.60584
Dull-mantled Antbird,14165.57394
Esmeraldas Antbird,24971.04839
Magdalena Antbird,34119.80819
Wallace's Fairywren,189119.024
Spectacled Prickletail,7976.497246
White-rumped Sirystes,731657.6426
Choco Sirystes,67263.74461
Sibilant Sirystes,1613707.9
Todd's Sirystes,290359.036
Blue Nuthatch,139395.4997
Red-breasted Nuthatch,2818185.355
White-breasted Nuthatch,3402219.44
Kashmir Nuthatch,54104.41871
Indian Nuthatch,483415.383
Chestnut-bellied Nuthatch,305931.5194
Eurasian Nuthatch,8330496.584
Beautiful Nuthatch,147205.4604
Velvet-fronted Nuthatch,2013443.843
White-tailed Nuthatch,159525.1296
Krüper's Nuthatch,109242.7976
Algerian Nuthatch,95.21088015
White-cheeked Nuthatch,99836.98538
Giant Nuthatch,166482.9546
Chestnut-vented Nuthatch,406605.6205
Burmese Nuthatch,215670.4695
Western Rock Nuthatch,480343.0834
Sulphur-billed Nuthatch,96507.22283
Przevalski's Nuthatch,177423.716
Brown-headed Nuthatch,344137.6081
Yellow-billed Nuthatch,9545.597139
Eastern Rock Nuthatch,898099.5426
White-browed Nuthatch,138.3158493
Snowy-browed Nuthatch,700779.6892
Corsican Nuthatch,895.3279965
Yunnan Nuthatch,79055.65983
Olivaceous Woodcreeper,4213023.838
Chestnut-bellied Tit,13862.30529
Iriomote Tit,107.8973568
Owston's Tit,58.25192576
White-fronted Tit,21276.56018
Varied Tit,267508.5606
Weebill,2791862.889
African Broadbill,1448615.445
Rufous-sided Broadbill,725912.9016
Gray-headed Broadbill,192639.6473
Double-banded Courser,1157937.338
Olivaceous Piha,42156.36
Gray-tailed Piha,23074.20641
Cinnamon Teal,1362452.348
Blue-winged Teal,100830.8129
Hottentot Teal,2994158.692
Red Shoveler,1138198.967
Puna Teal,266751.5203
Australian Shoveler,1719717.523
Cape Shoveler,938491.1
Silver Teal,858661.6257
Magpie Starling,104467.4013
Rusty-throated Wren-Babbler,424.128461
Rufous-throated Wren-Babbler,21950.14138
Long-tailed Wren-Babbler,4286.475841
Pale-throated Wren-Babbler,613.4076002
Tawny-breasted Wren-Babbler,3553.553257
Chin Hills Wren-Babbler,11463.95375
Gray-bellied Wren-Babbler,49950.07443
Bar-winged Wren-Babbler,192434.4724
Black-and-white Mannikin,1995852.567
Bronze Mannikin,3346920.438
Magpie Mannikin,580582.3416
Western Bluebill,737704.3426
Grant's Bluebill,141610.6447
Red-headed Bluebill,217304.1835
Wetar Figbird,1018.64349
Australasian Figbird,383754.4872
Green Figbird,11591.94691
Humboldt Penguin,27304.70094
Magellanic Penguin,225860.4487
Cape Grassbird,166107.4782
Oleaginous Hemispingus,77555.03695
Black-eared Hemispingus,70918.68709
Red-naped Sapsucker,118533.9959
Red-breasted Sapsucker,209891.858
Cricket Longtail,1050011.332
Crested Serpent-Eagle,2605427.122
Andaman Serpent-Eagle,1923.106699
Philippine Serpent-Eagle,106573.567
Mountain Serpent-Eagle,14125.13547
Nicobar Serpent-Eagle,428.9653738
Sulawesi Serpent-Eagle,44763.00233
Hispaniolan Spindalis,28880.17409
Jamaican Spindalis,4255.517775
Puerto Rican Spindalis,3387.80726
Black Siskin,324247.5434
Black-capped Siskin,19324.73977
Black-chinned Siskin,476694.352
Thick-billed Siskin,144107.7916
Red Siskin,1255.213656
Antillean Siskin,3745.968135
Lawrence's Goldfinch,13280.91206
Hooded Siskin,2346557.804
Black-headed Siskin,188470.4547
Olivaceous Siskin,66858.18097
Pine Siskin,1905182.45
Lesser Goldfinch,1038276.338
Saffron Siskin,7062.3304
Andean Siskin,45541.99462
Eurasian Siskin,992805.2192
Tibetan Serin,230481.9928
American Goldfinch,1968380.504
Yellow-bellied Siskin,62288.58209
Yellow-faced Siskin,556.2759703
Black-and-chestnut Eagle,181163.6387
Black-and-white Hawk-Eagle,3363125.104
Brewer's Sparrow,55702.20038
Chipping Sparrow,915263.3325
Worthen's Sparrow,1312.154662
Spot-winged Falconet,546861.7952
Crested Finchbill,448869.6317
Collared Finchbill,898878.3257
Pink-billed Lark,435597.8978
Short-tailed Lark,218714.9451
Botha's Lark,21384.45034
Obbia Lark,21316.22016
Masked Lark,28294.80468
Sclater's Lark,87415.32473
Stark's Lark,284028.5585
White-cheeked Starling,121046.5043
Red-billed Starling,641120.8705
Slaty Finch,185619.8258
White-throated Seedeater,351700.4879
Wing-barred Seedeater,575830.5643
Chestnut-bellied Seed-Finch,4587806.234
Dubois's Seedeater,246512.7877
Black-billed Seed-Finch,77669.77451
Copper Seedeater,1293183.053
Lesson's Seedeater,246510.3855
Double-collared Seedeater,1278591.182
Chestnut-bellied Seedeater,1347446.948
Rusty-collared Seedeater,1260446.692
Variable Seedeater,93709.60347
Large-billed Seed-Finch,978004.0728
Temminck's Seedeater,66564.92254
White-naped Seedeater,127694.2429
Buffy-fronted Seedeater,71887.54306
Thick-billed Seed-Finch,282211.5665
Tawny-bellied Seedeater,714177.3953
Gray Seedeater,529544.5088
White-bellied Seedeater,1458726.252
Lined Seedeater,472738.1885
Great-billed Seed-Finch,669122.625
Morelet's Seedeater,330037.3914
Caqueta Seedeater,376059.1791
Black-and-tawny Seedeater,43884.90424
Nicaraguan Seed-Finch,20378.72649
Parrot-billed Seedeater,39539.86492
Pearly-bellied Seedeater,561149.7873
Plumbeous Seedeater,1830136.667
Slate-colored Seedeater,601488.5502
Drab Seedeater,36823.12663
Chestnut-throated Seedeater,92911.46014
Cinnamon-rumped Seedeater,133864.2948
Speckle-fronted Weaver,1160440.712
Scaly Weaver,751161.0636
White-breasted Babbler,10846.37023
Sooty Babbler,8402.046285
Blackish-breasted Babbler,35793.6596
White-necked Babbler,95661.57161
Chestnut-rumped Babbler,226556.432
Gray-throated Babbler,740029.966
Black-throated Babbler,65902.41239
Nonggang Babbler,215.5221799
Snowy-throated Babbler,6358.895433
Gray-headed Babbler,276136.4398
Chevron-breasted Babbler,66974.42047
Spot-necked Babbler,229334.6423
White-bibbed Babbler,24645.92391
Anchieta's Barbet,572320.1845
White-eared Barbet,333111.5477
Whyte's Barbet,176153.2288
Beautiful Firetail,106849.9066
Diamond Firetail,562624.9762
Red-eared Firetail,31783.01845
Blue-headed Quail-Dove,11006.75505
Oilbird,408192.2093
Slender-billed Greenbul,1470055.934
Southern Rough-winged Swallow,4880245.971
Northern Rough-winged Swallow,365880.0508
Fairy Flycatcher,104922.136
Crowned Eagle,2551467.38
Diademed Tanager,420462.0362
Green-crowned Plovercrest,116003.1146
Purple-crowned Plovercrest,322106.0939
Black-bellied Tern,955312.4789
River Tern,2096138.891
Roseate Tern,1756079.835
South American Tern,531027.1576
White-fronted Tern,32446.06779
Antarctic Tern,314183.9892
Violet-chested Hummingbird,15598.48031
Little Tern,1211036.581
Least Tern,3107.050675
Damara Tern,102271.5855
Saunders's Tern,89543.71417
Rusty-crowned Babbler,14343.34408
Golden-crowned Babbler,6100.892957
Black-crowned Babbler,11831.82779
Freckled Duck,2277167.715
Greater Wagtail-Tyrant,720806.9216
Lesser Wagtail-Tyrant,124651.1924
Australian Pratincole,535901.5168
Forest Robin,308018.4164
Southern Emuwren,265255.2865
Mallee Emuwren,7741.521544
Rufous-crowned Emuwren,219334.3133
Yellow Honeyeater,160256.1941
White-gaped Honeyeater,459149.272
Black Currawong,26274.27182
Pied Currawong,610075.3288
Gray Currawong,802771.5339
Bare-eyed Myna,1056.847732
White-necked Myna,21515.22318
Ring-necked Dove,3681197.765
Eurasian Collared-Dove,7318481.006
Mourning Collared-Dove,2783851.393
Adamawa Turtle-Dove,204589.1271
Dusky Turtle-Dove,365088.6004
Oriental Turtle-Dove,2690436.22
White-winged Collared-Dove,59276.27035
African Collared-Dove,1063547.337
Red-eyed Dove,5310171.319
Red Collared-Dove,3516945.157
Vinaceous Dove,2373194.775
Biscutate Swift,507625.7074
Tepui Swift,98841.4557
Chestnut-collared Swift,537708.1853
White-naped Swift,125357.2179
White-collared Swift,3210461.734
Bougainville Honeyeater,775.587259
Kakapo,22.10582621
Tawny Owl,3704273.403
Omani Owl,1410.522467
Chaco Owl,295817.177
Fulvous Owl,44799.37167
Desert Owl,75858.7026
Brown Wood-Owl,2095972.841
Great Gray Owl,7663138.198
Himalayan Owl,1880333.281
Spotted Owl,466048.8794
Mottled Wood-Owl,869953.655
Rufous-legged Owl,246762.9829
Spotted Wood-Owl,235882.2581
Ural Owl,4720055.152
Barred Owl,2559290.933
African Wood-Owl,3807715.729
Apostlebird,965603.6929
Common Ostrich,3318656.007
Somali Ostrich,416608.7636
Western Meadowlark,1383321.839
White-headed Starling,2118.122479
Chestnut-tailed Starling,1221344.19
Brahminy Starling,1199131.84
White-faced Starling,3833.930656
Spotless Starling,319070.5936
European Starling,2323187.529
Northern Scrub-Flycatcher,363267.2452
Southern Scrub-Flycatcher,2203291.933
Amazonian Scrub-Flycatcher,2074524.256
Black Honeyeater,2100551.125
Chapada Flycatcher,628360.0509
Masked Booby,50255121.18
Nazca Booby,533904.9822
Brown Booby,10296515.54
Blue-footed Booby,1650827.372
Red-footed Booby,47269252.01
Peruvian Booby,88533.74815
Northern Hawk Owl,8159045.304
Fork-tailed Drongo-Cuckoo,172545.3679
Square-tailed Drongo-Cuckoo,667364.2133
Moluccan Drongo-Cuckoo,75820.30873
Philippine Drongo-Cuckoo,95899.31934
Fulvous Parrotbill,111101.1271
Black-throated Parrotbill,158624.7974
Golden Parrotbill,166044.0678
Swynnerton's Robin,2727.966532
African Hill Babbler,149476.2424
Eurasian Blackcap,650607.0289
Balearic Warbler,1660.433523
Banded Parisoma,292580.5554
Spectacled Warbler,340437.0223
Eastern Orphean Warbler,4208.819941
Lesser Whitethroat,139426.8541
African Desert Warbler,715685.7342
Tristram's Warbler,114705.4688
Layard's Warbler,301239.878
Arabian Warbler,211203.9547
Brown Parisoma,155032.0342
Sardinian Warbler,604441.042
Cyprus Warbler,3070.505121
Marmora's Warbler,12842.51737
Dartford Warbler,319197.2428
Northern Crombec,2276870.085
Lemon-bellied Crombec,434492.9152
Somali Crombec,348228.3964
White-browed Crombec,60364.49549
Short-billed Crombec,79654.96755
Cape Crombec,1616565.975
Red-capped Crombec,987265.7632
Green Crombec,1443373.044
Red-faced Crombec,716513.8947
Yellow-browed Tit,323468.3563
Mountain Kingfisher,60778.96868
Yellow-billed Kingfisher,251241.4657
Fan-tailed Monarch,45923.84133
Black-and-white Monarch,8479.005182
Black-chinned Monarch,5.356187112
Kolombangara Monarch,1789.634112
White-tipped Monarch,65.85621365
Spot-winged Monarch,253922.8109
Kofiau Monarch,55.49645506
White-tailed Monarch,429.2624367
Black-tipped Monarch,3074.841065
Hooded Monarch,171923.1824
White-breasted Monarch,92.4360234
Black-bibbed Monarch,1782.856342
Flores Monarch,268.8100115
Spectacled Monarch,87422.65814
Black-tailed Monarch,16216.75411
White-collared Monarch,1303.603305
Pale-breasted Spinetail,3819243.928
Dark-breasted Spinetail,437485.3961
White-lored Spinetail,84255.23598
Azara's Spinetail,184513.7322
Rio Orinoco Spinetail,22.2376716
Cabanis's Spinetail,73209.9344
White-whiskered Spinetail,60244.75404
Black-throated Spinetail,781.6578636
Chestnut-throated Spinetail,234989.9735
Gray-bellied Spinetail,472554.506
Bahia Spinetail,3667.424585
Stripe-breasted Spinetail,32952.66785
Apurimac Spinetail,71.40773979
Rufous-breasted Spinetail,137363.4677
Sooty-fronted Spinetail,2218394.543
Rusty-headed Spinetail,1950.780566
Plain-crowned Spinetail,1722960.101
Red-shouldered Spinetail,9619.629132
Cinereous-breasted Spinetail,1363048.247
Pinto's Spinetail,290.4181477
McConnell's Spinetail,95564.43746
Marañon Spinetail,1564.8685
Dusky Spinetail,79456.75805
Rufous-capped Spinetail,453481.0863
Ruddy Spinetail,2261315.388
Ochre-cheeked Spinetail,1463157.412
Spix's Spinetail,518836.8159
Necklaced Spinetail,19179.31316
Silvery-throated Spinetail,5859.743445
Blackish-headed Spinetail,2362.636964
Rufous Spinetail,81254.0601
Russet-bellied Spinetail,201.4868395
Russet-mantled Foliage-gleaner,665568.8726
Guttulate Foliage-gleaner,4788.219787
White-throated Foliage-gleaner,38260.14275
Buff-browed Foliage-gleaner,666731.2754
Bolivian Recurvebill,31428.94277
Lineated Foliage-gleaner,99657.75702
Peruvian Recurvebill,110437.3344
Blue Quail,2315965.98
Blue-breasted Quail,3152545.795
Brown Quail,2204299.183
Ancient Murrelet,54355.18226
Craveri's Murrelet,145288.2688
Scripps's Murrelet,52483.17209
Japanese Murrelet,220431.1424
Lesser Florican,314892.8922
Whistling Heron,1635220.15
Mikado Pheasant,5314.746946
Reeves's Pheasant,205349.7603
Copper Pheasant,67464.88703
Pallas's Sandgrouse,2383106.834
Tibetan Sandgrouse,478212.9593
Tschudi's Nightjar,77561.04748
Band-winged Nightjar,1302034.309
Sirkeer Malkoha,1008744.272
Pygmy Swift,12625.73702
Fork-tailed Palm-Swift,3662672.254
Many-colored Rush Tyrant,877433.0121
Australasian Grebe,1215359.396
Madagascar Grebe,228158.596
Little Grebe,11852275.07
White-winged Swallow,4212269.852
Bahama Swallow,3128.86085
Golden Swallow,3094.292141
White-rumped Swallow,1939891.881
Tumbes Swallow,16791.18048
Violet-green Swallow,275264.2484
Falkland Steamer-Duck,4646.253463
White-headed Steamer-Duck,18982.12961
Flying Steamer-Duck,388673.7972
Flightless Steamer-Duck,126673.2958
Ruby-crowned Tanager,576235.7596
Red-shouldered Tanager,860755.8596
White-lined Tanager,2294311.187
South African Shelduck,629905.8348
Crested Shelduck,1.7815161
Ruddy Shelduck,928590.471
Common Shelduck,198734.1915
Australian Shelduck,1274155.684
Paradise Shelduck,103792.8578
Double-barred Finch,1200025.52
Zebra Finch,32200.66871
Black-chested Tyrant,331110.517
Yellow-legged Brushturkey,109795.2868
Red-legged Brushturkey,81057.30062
Green-throated Tanager,20109.74171
Golden Tanager,15026.91835
Azure-rumped Tanager,1741.944606
Opal-crowned Tanager,571978.1606
Burnished-buff Tanager,566681.2434
Paradise Tanager,1774045.35
Golden-eared Tanager,38530.2655
Lesser Antillean Tanager,123.0622407
Blue-necked Tanager,481999.9547
Red-necked Tanager,171754.7945
Black-headed Tanager,86513.34666
Blue-browed Tanager,34328.37052
Gilt-edged Tanager,183639.3569
Brassy-breasted Tanager,100565.6432
Emerald Tanager,14311.56102
Green-naped Tanager,1173.113292
Bay-headed Tanager,1614336.532
Black-capped Tanager,51638.37712
Silver-throated Tanager,29020.84878
Blue-whiskered Tanager,26728.36685
Metallic-green Tanager,40326.23425
Golden-hooded Tanager,185455.6431
Rufous-winged Tanager,52972.20358
Turquoise Tanager,2718156.896
Green-capped Tanager,4252.751016
Masked Tanager,1319267.237
Beryl-spangled Tanager,134670.5103
Gray-and-gold Tanager,17058.35925
Flame-faced Tanager,75879.13107
Black-backed Tanager,21800.26153
Sira Tanager,1409.687278
Chestnut-backed Tanager,426497.0924
Golden-naped Tanager,51960.6565
Rufous-cheeked Tanager,2639.885921
Green-and-gold Tanager,1062283.836
Green-headed Tanager,259677.1583
Blue-and-black Tanager,79822.48516
Opal-rumped Tanager,1901156.64
Silvery Tanager,39480.35801
Scrub Tanager,47842.90001
Saffron-crowned Tanager,137837.4478
Black-lored Parrot,526.4097544
Blue-naped Parrot,112302.3087
Great-billed Parrot,37345.83464
Azure-rumped Parrot,149530.8677
Numfor Paradise-Kingfisher,129.7358166
Brown-headed Paradise-Kingfisher,10478.37798
Kofiau Paradise-Kingfisher,67.97068628
Common Paradise-Kingfisher,271099.146
Little Paradise-Kingfisher,18873.68209
Red-breasted Paradise-Kingfisher,40338.4798
Biak Paradise-Kingfisher,975.4881303
Buff-breasted Paradise-Kingfisher,4065.636553
Dwarf Tinamou,321346.3046
Striped Cuckoo,4766888.855
Many-spotted Hummingbird,42514.33967
Great Antshrike,4980551.288
Chaco Earthcreeper,489416.9035
Bolivian Earthcreeper,27199.78101
Golden Bush-Robin,176908.4857
Red-flanked Bluetail,28890.63836
Rufous-breasted Bush-Robin,76494.22058
White-browed Bush-Robin,206024.0014
Collared Bush-Robin,9086.212563
Himalayan Bluetail,190957.2585
Bannerman's Turaco,763.938132
Knysna Turaco,48199.41036
Red-crested Turaco,73279.00035
Fischer's Turaco,18785.93086
Hartlaub's Turaco,102241.3693
White-crested Turaco,553360.0643
White-cheeked Turaco,311589.2815
Livingstone's Turaco,376102.202
Yellow-billed Turaco,491726.1354
Guinea Turaco,1258752.631
Prince Ruspoli's Turaco,4600.878472
Schalow's Turaco,733366.7807
Black-billed Turaco,805099.6013
Brown-crowned Tchagra,3206621.672
